id,enhanceType,type,param1,param2,caption
1148,4,2,2,6,337
1149,4,2,2,7,337
1150,4,2,2,8,337
1151,4,2,2,9,337
1152,4,2,2,10,337
1153,4,2,2,11,337
1154,4,2,2,12,337
1155,4,2,2,13,337
1156,4,2,2,14,337
1157,4,2,2,16,337
1158,4,2,2,17,337
1159,4,2,2,18,337
1160,4,2,2,19,337
1161,4,2,2,20,337
1162,4,2,2,21,337
1163,4,2,2,22,337
1164,4,2,2,23,337
1165,4,2,2,24,337
1166,4,2,2,25,337
1167,4,2,3,5,338
1168,4,2,3,6,338
1169,4,2,3,7,338
1170,4,2,3,8,338
1171,4,2,3,9,338
1172,4,2,3,10,338
1173,4,2,3,11,338
1174,4,2,3,12,338
1175,4,2,3,13,338
1176,4,2,3,14,338
1177,4,2,3,16,338
1178,4,2,3,17,338
1179,4,2,3,18,338
1180,4,2,3,19,338
1181,4,2,3,20,338
1182,4,2,3,21,338
1183,4,2,3,22,338
1184,4,2,3,23,338
1185,4,2,3,24,338
1186,4,2,3,25,338
1187,4,2,4,5,339
1188,4,2,4,6,339
1189,4,2,4,7,339
1190,4,2,4,8,339
1191,4,2,4,9,339
1192,4,2,4,10,339
1193,4,2,4,11,339
1194,4,2,4,12,339
1195,4,2,4,13,339
1196,4,2,4,14,339
1197,4,2,4,16,339
1198,4,2,4,17,339
1199,4,2,4,18,339
1200,4,2,4,19,339
1201,4,2,4,20,339
1202,4,2,4,21,339
1203,4,2,4,22,339
1204,4,2,4,23,339
1205,4,2,4,24,339
1206,4,2,4,25,339
1207,4,2,5,5,340
1208,4,2,5,6,340
1209,4,2,5,7,340
1210,4,2,5,8,340
1211,4,2,5,9,340
1212,4,2,5,10,340
1213,4,2,5,11,340
1214,4,2,5,12,340
1215,4,2,5,13,340
1216,4,2,5,14,340
1217,4,2,5,16,340
1218,4,2,5,17,340
1219,4,2,5,18,340
1220,4,2,5,19,340
1221,4,2,5,20,340
1222,4,2,5,21,340
1223,4,2,5,22,340
1224,4,2,5,23,340
1225,4,2,5,24,340
1226,4,2,5,25,340
1227,4,2,6,5,341
1228,4,2,6,6,341
1229,4,2,6,7,341
1230,4,2,6,8,341
1231,4,2,6,9,341
1232,4,2,6,10,341
1233,4,2,6,11,341
1234,4,2,6,12,341
1235,4,2,6,13,341
1236,4,2,6,14,341
1237,4,2,6,16,341
1238,4,2,6,17,341
1239,4,2,6,18,341
1240,4,2,6,19,341
1241,4,2,6,20,341
1242,4,2,6,21,341
1243,4,2,6,22,341
1244,4,2,6,23,341
1245,4,2,6,24,341
1246,4,2,6,25,341
1247,4,2,7,5,342
1248,4,2,7,6,342
1249,4,2,7,7,342
1250,4,2,7,8,342
1251,4,2,7,9,342
1252,4,2,7,10,342
1253,4,2,7,11,342
1254,4,2,7,12,342
1255,4,2,7,13,342
1256,4,2,7,14,342
1257,4,2,7,16,342
1258,4,2,7,17,342
1259,4,2,7,18,342
1260,4,2,7,19,342
1261,4,2,7,20,342
1262,4,2,7,21,342
1263,4,2,7,22,342
1264,4,2,7,23,342
1265,4,2,7,24,342
1266,4,2,7,25,342
1267,4,4,0,1,343
1268,4,4,0,2,343
1269,4,4,0,3,343
1270,4,4,0,4,343
1271,4,4,0,5,343
1272,4,4,0,6,343
1273,4,4,0,7,343
1274,4,4,0,8,343
1275,4,4,0,9,343
1276,4,4,0,10,343
1277,4,4,0,11,343
1278,4,4,0,12,343
1279,4,4,0,13,343
1280,4,4,0,14,343
1281,4,4,0,15,343
1282,4,4,0,16,343
1283,4,4,0,17,343
1284,4,4,0,18,343
1285,4,4,0,19,343
1286,4,4,0,20,343
1287,4,4,1,1,344
1288,4,4,1,2,344
1289,4,4,1,3,344
1290,4,4,1,4,344
1291,4,4,1,5,344
1292,4,4,1,6,344
1293,4,4,1,7,344
1294,4,4,1,8,344
1295,4,4,1,9,344
1296,4,4,1,10,344
1297,4,4,1,11,344
1298,4,4,1,12,344
1299,4,4,1,13,344
1300,4,4,1,14,344
1301,4,4,1,15,344
1302,4,4,1,16,344
1303,4,4,1,17,344
1304,4,4,1,18,344
1305,4,4,1,19,344
1306,4,4,1,20,344
1307,4,4,2,1,345
1308,4,4,2,2,345
1309,4,4,2,3,345
1310,4,4,2,4,345
1311,4,4,2,5,345
1312,4,4,2,6,345
1313,4,4,2,7,345
1314,4,4,2,8,345
1315,4,4,2,9,345
1316,4,4,2,10,345
1317,4,4,2,11,345
1318,4,4,2,12,345
1319,4,4,2,13,345
1320,4,4,2,14,345
1321,4,4,2,15,345
1322,4,4,2,16,345
1323,4,4,2,17,345
1324,4,4,2,18,345
1325,4,4,2,19,345
1326,4,4,2,20,345
1327,4,4,3,1,346
1328,4,4,3,2,346
1329,4,4,3,3,346
1330,4,4,3,4,346
1331,4,4,3,5,346
1332,4,4,3,6,346
1333,4,4,3,7,346
1334,4,4,3,8,346
1335,4,4,3,9,346
1336,4,4,3,10,346
1337,4,4,3,11,346
1338,4,4,3,12,346
1339,4,4,3,13,346
1340,4,4,3,14,346
1341,4,4,3,15,346
1342,4,4,3,16,346
1343,4,4,3,17,346
1344,4,4,3,18,346
1345,4,4,3,19,346
1346,4,4,3,20,346
1347,4,4,4,1,347
1348,4,4,4,2,347
1349,4,4,4,3,347
1350,4,4,4,4,347
1351,4,4,4,5,347
1352,4,4,4,6,347
1353,4,4,4,7,347
1354,4,4,4,8,347
1355,4,4,4,9,347
1356,4,4,4,10,347
1357,4,4,4,11,347
1358,4,4,4,12,347
1359,4,4,4,13,347
1360,4,4,4,14,347
1361,4,4,4,15,347
1362,4,4,4,16,347
1363,4,4,4,17,347
1364,4,4,4,18,347
1365,4,4,4,19,347
1366,4,4,4,20,347
1367,4,4,5,1,348
1368,4,4,5,2,348
1369,4,4,5,3,348
1370,4,4,5,4,348
1371,4,4,5,5,348
1372,4,4,5,6,348
1373,4,4,5,7,348
1374,4,4,5,8,348
1375,4,4,5,9,348
1376,4,4,5,10,348
1377,4,4,5,11,348
1378,4,4,5,12,348
1379,4,4,5,13,348
1380,4,4,5,14,348
1381,4,4,5,15,348
1382,4,4,5,16,348
1383,4,4,5,17,348
1384,4,4,5,18,348
1385,4,4,5,19,348
1386,4,4,5,20,348
1387,4,4,6,1,349
1388,4,4,6,2,349
1389,4,4,6,3,349
1390,4,4,6,4,349
1391,4,4,6,5,349
1392,4,4,6,6,349
1393,4,4,6,7,349
1394,4,4,6,8,349
1395,4,4,6,9,349
1396,4,4,6,10,349
1397,4,4,6,11,349
1398,4,4,6,12,349
1399,4,4,6,13,349
1400,4,4,6,14,349
1401,4,4,6,15,349
1402,4,4,6,16,349
1403,4,4,6,17,349
1404,4,4,6,18,349
1405,4,4,6,19,349
1406,4,4,6,20,349
1407,4,4,7,1,350
1408,4,4,7,2,350
1409,4,4,7,3,350
1410,4,4,7,4,350
1411,4,4,7,5,350
1412,4,4,7,6,350
1413,4,4,7,7,350
1414,4,4,7,8,350
1415,4,4,7,9,350
1416,4,4,7,10,350
1417,4,4,7,11,350
1418,4,4,7,12,350
1419,4,4,7,13,350
1420,4,4,7,14,350
1421,4,4,7,15,350
1422,4,4,7,16,350
1423,4,4,7,17,350
1424,4,4,7,18,350
1425,4,4,7,19,350
1426,4,4,7,20,350
1427,4,70,5,0,351
1428,4,70,6,0,351
1429,4,70,7,0,351
1430,4,70,8,0,351
1431,4,70,9,0,351
1432,4,70,10,0,351
1433,4,70,11,0,351
1434,4,70,12,0,351
1435,4,70,13,0,351
1436,4,70,14,0,351
1437,4,70,16,0,351
1438,4,70,17,0,351
1439,4,70,18,0,351
1440,4,70,19,0,351
1441,4,70,20,0,351
1442,4,70,21,0,351
1443,4,70,22,0,351
1444,4,70,23,0,351
1445,4,70,24,0,351
1446,4,70,25,0,351
1447,4,71,5,0,352
1448,4,71,10,0,352
1449,4,71,15,0,352
1450,4,71,20,0,352
1451,4,71,25,0,352
1452,4,71,30,0,352
1453,4,71,35,0,352
1454,4,71,40,0,352
1455,4,71,45,0,352
1456,4,71,50,0,352
1457,4,71,55,0,352
1458,4,71,60,0,352
1459,4,71,65,0,352
1460,4,71,70,0,352
1461,4,71,75,0,352
1462,4,71,80,0,352
1463,4,71,85,0,352
1464,4,71,90,0,352
1465,4,71,95,0,352
1466,4,71,100,0,352
1467,4,1,9,5,353
1468,4,1,9,6,353
1469,4,1,9,7,353
1470,4,1,9,8,353
1471,4,1,9,9,353
1472,4,1,9,10,353
1473,4,1,9,11,353
1474,4,1,9,12,353
1475,4,1,9,13,353
1476,4,1,9,14,353
1477,4,1,9,16,353
1478,4,1,9,17,353
1479,4,1,9,18,353
1480,4,1,9,19,353
1481,4,1,9,20,353
1482,4,1,9,21,353
1483,4,1,9,22,353
1484,4,1,9,23,353
1485,4,1,9,24,353
1486,4,1,9,25,353
1487,4,1,10,5,354
1488,4,1,10,6,354
1489,4,1,10,7,354
1490,4,1,10,8,354
1491,4,1,10,9,354
1492,4,1,10,10,354
1493,4,1,10,11,354
1494,4,1,10,12,354
1495,4,1,10,13,354
1496,4,1,10,14,354
1497,4,1,10,16,354
1498,4,1,10,17,354
1499,4,1,10,18,354
1500,4,1,10,19,354
1501,4,1,10,20,354
1502,4,1,10,21,354
1503,4,1,10,22,354
1504,4,1,10,23,354
1505,4,1,10,24,354
1506,4,1,10,25,354
1507,4,1,13,5,355
1508,4,1,13,6,355
1509,4,1,13,7,355
1510,4,1,13,8,355
1511,4,1,13,9,355
1512,4,1,13,10,355
1513,4,1,13,11,355
1514,4,1,13,12,355
1515,4,1,13,13,355
1516,4,1,13,14,355
1517,4,1,13,16,355
1518,4,1,13,17,355
1519,4,1,13,18,355
1520,4,1,13,19,355
1521,4,1,13,20,355
1522,4,1,13,21,355
1523,4,1,13,22,355
1524,4,1,13,23,355
1525,4,1,13,24,355
1526,4,1,13,25,355
1527,4,1,12,5,356
1528,4,1,12,6,356
1529,4,1,12,7,356
1530,4,1,12,8,356
1531,4,1,12,9,356
1532,4,1,12,10,356
1533,4,1,12,11,356
1534,4,1,12,12,356
1535,4,1,12,13,356
1536,4,1,12,14,356
1537,4,1,12,16,356
1538,4,1,12,17,356
1539,4,1,12,18,356
1540,4,1,12,19,356
1541,4,1,12,20,356
1542,4,1,12,21,356
1543,4,1,12,22,356
1544,4,1,12,23,356
1545,4,1,12,24,356
1546,4,1,12,25,356
1547,4,1,11,5,357
1548,4,1,11,6,357
1549,4,1,11,7,357
1550,4,1,11,8,357
1551,4,1,11,9,357
1552,4,1,11,10,357
1553,4,1,11,11,357
1554,4,1,11,12,357
1555,4,1,11,13,357
1556,4,1,11,14,357
1557,4,1,11,16,357
1558,4,1,11,17,357
1559,4,1,11,18,357
1560,4,1,11,19,357
1561,4,1,11,20,357
1562,4,1,11,21,357
1563,4,1,11,22,357
1564,4,1,11,23,357
1565,4,1,11,24,357
1566,4,1,11,25,357
1567,4,1,14,5,358
1568,4,1,14,6,358
1569,4,1,14,7,358
1570,4,1,14,8,358
1571,4,1,14,9,358
1572,4,1,14,10,358
1573,4,1,14,11,358
1574,4,1,14,12,358
1575,4,1,14,13,358
1576,4,1,14,14,358
1577,4,1,14,16,358
1578,4,1,14,17,358
1579,4,1,14,18,358
1580,4,1,14,19,358
1581,4,1,14,20,358
1582,4,1,14,21,358
1583,4,1,14,22,358
1584,4,1,14,23,358
1585,4,1,14,24,358
1586,4,1,14,25,358
1587,4,6,5,0,359
1588,4,6,10,0,359
1589,4,6,15,0,359
1590,4,6,20,0,359
1591,4,6,25,0,359
1592,4,6,30,0,359
1593,4,6,35,0,359
1594,4,6,40,0,359
1595,4,6,45,0,359
1596,4,6,50,0,359
1597,4,6,55,0,359
1598,4,6,60,0,359
1599,4,6,65,0,359
1600,4,6,70,0,359
1601,4,6,75,0,359
1602,4,6,80,0,359
1603,4,6,85,0,359
1604,4,6,90,0,359
1605,4,6,95,0,359
1606,4,6,100,0,359
1607,4,7,10,0,360
1608,4,7,12,0,360
1609,4,7,14,0,360
1610,4,7,16,0,360
1611,4,7,18,0,360
1612,4,7,20,0,360
1613,4,7,22,0,360
1614,4,7,24,0,360
1615,4,7,26,0,360
1616,4,7,28,0,360
1617,4,7,32,0,360
1618,4,7,34,0,360
1619,4,7,36,0,360
1620,4,7,38,0,360
1621,4,7,40,0,360
1622,4,7,42,0,360
1623,4,7,44,0,360
1624,4,7,46,0,360
1625,4,7,48,0,360
1626,4,7,50,0,360
1627,4,8,10,0,361
1628,4,8,12,0,361
1629,4,8,14,0,361
1630,4,8,16,0,361
1631,4,8,18,0,361
1632,4,8,20,0,361
1633,4,8,22,0,361
1634,4,8,24,0,361
1635,4,8,26,0,361
1636,4,8,28,0,361
1637,4,8,32,0,361
1638,4,8,34,0,361
1639,4,8,36,0,361
1640,4,8,38,0,361
1641,4,8,40,0,361
1642,4,8,42,0,361
1643,4,8,44,0,361
1644,4,8,46,0,361
1645,4,8,48,0,361
1646,4,8,50,0,361
1647,4,12,1,0,362
1648,4,12,2,0,362
1649,4,12,3,0,362
1650,4,12,4,0,362
1651,4,12,5,0,362
1652,4,12,6,0,362
1653,4,12,7,0,362
1654,4,12,8,0,362
1655,4,12,9,0,362
1656,4,12,10,0,362
1657,4,12,11,0,362
1658,4,12,12,0,362
1659,4,12,13,0,362
1660,4,12,14,0,362
1661,4,12,15,0,362
1662,4,12,16,0,362
1663,4,12,17,0,362
1664,4,12,18,0,362
1665,4,12,19,0,362
1666,4,12,20,0,362
1667,5,47,50,0,363
1668,5,47,20,0,364
1669,4,11,2,0,365
1670,4,11,4,0,365
1671,4,11,6,0,365
1672,4,11,8,0,365
1673,4,11,10,0,365
1674,4,11,12,0,365
1675,4,11,14,0,365
1676,4,11,16,0,365
1677,4,11,18,0,365
1678,4,11,20,0,365
1679,4,11,22,0,365
1680,4,11,24,0,365
1681,4,11,26,0,365
1682,4,11,28,0,365
1683,4,11,30,0,365
1684,4,11,32,0,365
1685,4,11,34,0,365
1686,4,11,36,0,365
1687,4,11,38,0,365
1688,4,11,40,0,365
1689,4,14,5,0,366
1690,4,14,6,0,366
1691,4,14,7,0,366
1692,4,14,8,0,366
1693,4,14,9,0,366
1694,4,14,10,0,366
1695,4,14,11,0,366
1696,4,14,12,0,366
1697,4,14,13,0,366
1698,4,14,14,0,366
1699,4,14,16,0,366
1700,4,14,17,0,366
1701,4,14,18,0,366
1702,4,14,19,0,366
1703,4,14,20,0,366
1704,4,14,21,0,366
1705,4,14,22,0,366
1706,4,14,23,0,366
1707,4,14,24,0,366
1708,4,14,25,0,366
1709,4,1,15,5,367
1710,4,1,15,10,367
1711,4,1,15,15,367
1712,4,1,15,20,367
1713,4,1,15,25,367
1714,4,1,15,30,367
1715,4,1,15,35,367
1716,4,1,15,40,367
1717,4,1,15,45,367
1718,4,1,15,50,367
1719,4,1,15,55,367
1720,4,1,15,60,367
1721,4,1,15,65,367
1722,4,1,15,70,367
1723,4,1,15,75,367
1724,4,1,15,80,367
1725,4,1,15,85,367
1726,4,1,15,90,367
1727,4,1,15,95,367
1728,4,1,15,100,367
1729,4,1,16,5,368
1730,4,1,16,10,368
1731,4,1,16,15,368
1732,4,1,16,20,368
1733,4,1,16,25,368
1734,4,1,16,30,368
1735,4,1,16,35,368
1736,4,1,16,40,368
1737,4,1,16,45,368
1738,4,1,16,50,368
1739,4,1,16,55,368
1740,4,1,16,60,368
1741,4,1,16,65,368
1742,4,1,16,70,368
1743,4,1,16,75,368
1744,4,1,16,80,368
1745,4,1,16,85,368
1746,4,1,16,90,368
1747,4,1,16,95,368
1748,4,1,16,100,368
1749,4,1,17,5,369
1750,4,1,17,10,369
1751,4,1,17,15,369
1752,4,1,17,20,369
1753,4,1,17,25,369
1754,4,1,17,30,369
1755,4,1,17,35,369
1756,4,1,17,40,369
1757,4,1,17,45,369
1758,4,1,17,50,369
1759,4,1,17,55,369
1760,4,1,17,60,369
1761,4,1,17,65,369
1762,4,1,17,70,369
1763,4,1,17,75,369
1764,4,1,17,80,369
1765,4,1,17,85,369
1766,4,1,17,90,369
1767,4,1,17,95,369
1768,4,1,17,100,369
1769,4,1,18,5,370
1770,4,1,18,10,370
1771,4,1,18,15,370
1772,4,1,18,20,370
1773,4,1,18,25,370
1774,4,1,18,30,370
1775,4,1,18,35,370
1776,4,1,18,40,370
1777,4,1,18,45,370
1778,4,1,18,50,370
1779,4,1,18,55,370
1780,4,1,18,60,370
1781,4,1,18,65,370
1782,4,1,18,70,370
1783,4,1,18,75,370
1784,4,1,18,80,370
1785,4,1,18,85,370
1786,4,1,18,90,370
1787,4,1,18,95,370
1788,4,1,18,100,370
1789,4,1,19,5,371
1790,4,1,19,10,371
1791,4,1,19,15,371
1792,4,1,19,20,371
1793,4,1,19,25,371
1794,4,1,19,30,371
1795,4,1,19,35,371
1796,4,1,19,40,371
1797,4,1,19,45,371
1798,4,1,19,50,371
1799,4,1,19,55,371
1800,4,1,19,60,371
1801,4,1,19,65,371
1802,4,1,19,70,371
1803,4,1,19,75,371
1804,4,1,19,80,371
1805,4,1,19,85,371
1806,4,1,19,90,371
1807,4,1,19,95,371
1808,4,1,19,100,371
1809,4,1,20,5,372
1810,4,1,20,10,372
1811,4,1,20,15,372
1812,4,1,20,20,372
1813,4,1,20,25,372
1814,4,1,20,30,372
1815,4,1,20,35,372
1816,4,1,20,40,372
1817,4,1,20,45,372
1818,4,1,20,50,372
1819,4,1,20,55,372
1820,4,1,20,60,372
1821,4,1,20,65,372
1822,4,1,20,70,372
1823,4,1,20,75,372
1824,4,1,20,80,372
1825,4,1,20,85,372
1826,4,1,20,90,372
1827,4,1,20,95,372
1828,4,1,20,100,372
1829,4,1,21,5,373
1830,4,1,21,10,373
1831,4,1,21,15,373
1832,4,1,21,20,373
1833,4,1,21,25,373
1834,4,1,21,30,373
1835,4,1,21,35,373
1836,4,1,21,40,373
1837,4,1,21,45,373
1838,4,1,21,50,373
1839,4,1,21,55,373
1840,4,1,21,60,373
1841,4,1,21,65,373
1842,4,1,21,70,373
1843,4,1,21,75,373
1844,4,1,21,80,373
1845,4,1,21,85,373
1846,4,1,21,90,373
1847,4,1,21,95,373
1848,4,1,21,100,373
1849,4,1,22,5,374
1850,4,1,22,10,374
1851,4,1,22,15,374
1852,4,1,22,20,374
1853,4,1,22,25,374
1854,4,1,22,30,374
1855,4,1,22,35,374
1856,4,1,22,40,374
1857,4,1,22,45,374
1858,4,1,22,50,374
1859,4,1,22,55,374
1860,4,1,22,60,374
1861,4,1,22,65,374
1862,4,1,22,70,374
1863,4,1,22,75,374
1864,4,1,22,80,374
1865,4,1,22,85,374
1866,4,1,22,90,374
1867,4,1,22,95,374
1868,4,1,22,100,374
1869,4,1,23,5,375
1870,4,1,23,10,375
1871,4,1,23,15,375
1872,4,1,23,20,375
1873,4,1,23,25,375
1874,4,1,23,30,375
1875,4,1,23,35,375
1876,4,1,23,40,375
1877,4,1,23,45,375
1878,4,1,23,50,375
1879,4,1,23,55,375
1880,4,1,23,60,375
1881,4,1,23,65,375
1882,4,1,23,70,375
1883,4,1,23,75,375
1884,4,1,23,80,375
1885,4,1,23,85,375
1886,4,1,23,90,375
1887,4,1,23,95,375
1888,4,1,23,100,375
1889,4,1,24,5,376
1890,4,1,24,10,376
1891,4,1,24,15,376
1892,4,1,24,20,376
1893,4,1,24,25,376
1894,4,1,24,30,376
1895,4,1,24,35,376
1896,4,1,24,40,376
1897,4,1,24,45,376
1898,4,1,24,50,376
1899,4,1,24,55,376
1900,4,1,24,60,376
1901,4,1,24,65,376
1902,4,1,24,70,376
1903,4,1,24,75,376
1904,4,1,24,80,376
1905,4,1,24,85,376
1906,4,1,24,90,376
1907,4,1,24,95,376
1908,4,1,24,100,376
1909,4,1,25,5,377
1910,4,1,25,10,377
1911,4,1,25,15,377
1912,4,1,25,20,377
1913,4,1,25,25,377
1914,4,1,25,30,377
1915,4,1,25,35,377
1916,4,1,25,40,377
1917,4,1,25,45,377
1918,4,1,25,50,377
1919,4,1,25,55,377
1920,4,1,25,60,377
1921,4,1,25,65,377
1922,4,1,25,70,377
1923,4,1,25,75,377
1924,4,1,25,80,377
1925,4,1,25,85,377
1926,4,1,25,90,377
1927,4,1,25,95,377
1928,4,1,25,100,377
1929,4,1,26,5,378
1930,4,1,26,10,378
1931,4,1,26,15,378
1932,4,1,26,20,378
1933,4,1,26,25,378
1934,4,1,26,30,378
1935,4,1,26,35,378
1936,4,1,26,40,378
1937,4,1,26,45,378
1938,4,1,26,50,378
1939,4,1,26,55,378
1940,4,1,26,60,378
1941,4,1,26,65,378
1942,4,1,26,70,378
1943,4,1,26,75,378
1944,4,1,26,80,378
1945,4,1,26,85,378
1946,4,1,26,90,378
1947,4,1,26,95,378
1948,4,1,26,100,378
1949,4,1,27,5,379
1950,4,1,27,10,379
1951,4,1,27,15,379
1952,4,1,27,20,379
1953,4,1,27,25,379
1954,4,1,27,30,379
1955,4,1,27,35,379
1956,4,1,27,40,379
1957,4,1,27,45,379
1958,4,1,27,50,379
1959,4,1,27,55,379
1960,4,1,27,60,379
1961,4,1,27,65,379
1962,4,1,27,70,379
1963,4,1,27,75,379
1964,4,1,27,80,379
1965,4,1,27,85,379
1966,4,1,27,90,379
1967,4,1,27,95,379
1968,4,1,27,100,379
1969,4,1,28,5,380
1970,4,1,28,10,380
1971,4,1,28,15,380
1972,4,1,28,20,380
1973,4,1,28,25,380
1974,4,1,28,30,380
1975,4,1,28,35,380
1976,4,1,28,40,380
1977,4,1,28,45,380
1978,4,1,28,50,380
1979,4,1,28,55,380
1980,4,1,28,60,380
1981,4,1,28,65,380
1982,4,1,28,70,380
1983,4,1,28,75,380
1984,4,1,28,80,380
1985,4,1,28,85,380
1986,4,1,28,90,380
1987,4,1,28,95,380
1988,4,1,28,100,380
1989,4,1,29,5,381
1990,4,1,29,10,381
1991,4,1,29,15,381
1992,4,1,29,20,381
1993,4,1,29,25,381
1994,4,1,29,30,381
1995,4,1,29,35,381
1996,4,1,29,40,381
1997,4,1,29,45,381
1998,4,1,29,50,381
1999,4,1,29,55,381
2000,4,1,29,60,381
2001,4,1,29,65,381
2002,4,1,29,70,381
2003,4,1,29,75,381
2004,4,1,29,80,381
2005,4,1,29,85,381
2006,4,1,29,90,381
2007,4,1,29,95,381
2008,4,1,29,100,381
2009,4,1,31,5,382
2010,4,1,31,10,382
2011,4,1,31,15,382
2012,4,1,31,20,382
2013,4,1,31,25,382
2014,4,1,31,30,382
2015,4,1,31,35,382
2016,4,1,31,40,382
2017,4,1,31,45,382
2018,4,1,31,50,382
2019,4,1,31,55,382
2020,4,1,31,60,382
2021,4,1,31,65,382
2022,4,1,31,70,382
2023,4,1,31,75,382
2024,4,1,31,80,382
2025,4,1,31,85,382
2026,4,1,31,90,382
2027,4,1,31,95,382
2028,4,1,31,100,382
2029,4,1,32,5,383
2030,4,1,32,10,383
2031,4,1,32,15,383
2032,4,1,32,20,383
2033,4,1,32,25,383
2034,4,1,32,30,383
2035,4,1,32,35,383
2036,4,1,32,40,383
2037,4,1,32,45,383
2038,4,1,32,50,383
2039,4,1,32,55,383
2040,4,1,32,60,383
2041,4,1,32,65,383
2042,4,1,32,70,383
2043,4,1,32,75,383
2044,4,1,32,80,383
2045,4,1,32,85,383
2046,4,1,32,90,383
2047,4,1,32,95,383
2048,4,1,32,100,383
2049,4,1,30,5,384
2050,4,1,30,10,384
2051,4,1,30,15,384
2052,4,1,30,20,384
2053,4,1,30,25,384
2054,4,1,30,30,384
2055,4,1,30,35,384
2056,4,1,30,40,384
2057,4,1,30,45,384
2058,4,1,30,50,384
2059,4,1,30,55,384
2060,4,1,30,60,384
2061,4,1,30,65,384
2062,4,1,30,70,384
2063,4,1,30,75,384
2064,4,1,30,80,384
2065,4,1,30,85,384
2066,4,1,30,90,384
2067,4,1,30,95,384
2068,4,1,30,100,384
2069,4,1,33,5,385
2070,4,1,33,10,385
2071,4,1,33,15,385
2072,4,1,33,20,385
2073,4,1,33,25,385
2074,4,1,33,30,385
2075,4,1,33,35,385
2076,4,1,33,40,385
2077,4,1,33,45,385
2078,4,1,33,50,385
2079,4,1,33,55,385
2080,4,1,33,60,385
2081,4,1,33,65,385
2082,4,1,33,70,385
2083,4,1,33,75,385
2084,4,1,33,80,385
2085,4,1,33,85,385
2086,4,1,33,90,385
2087,4,1,33,95,385
2088,4,1,33,100,385
2089,4,1,34,5,386
2090,4,1,34,10,386
2091,4,1,34,15,386
2092,4,1,34,20,386
2093,4,1,34,25,386
2094,4,1,34,30,386
2095,4,1,34,35,386
2096,4,1,34,40,386
2097,4,1,34,45,386
2098,4,1,34,50,386
2099,4,1,34,55,386
2100,4,1,34,60,386
2101,4,1,34,65,386
2102,4,1,34,70,386
2103,4,1,34,75,386
2104,4,1,34,80,386
2105,4,1,34,85,386
2106,4,1,34,90,386
2107,4,1,34,95,386
2108,4,1,34,100,386
2109,4,1,35,5,387
2110,4,1,35,10,387
2111,4,1,35,15,387
2112,4,1,35,20,387
2113,4,1,35,25,387
2114,4,1,35,30,387
2115,4,1,35,35,387
2116,4,1,35,40,387
2117,4,1,35,45,387
2118,4,1,35,50,387
2119,4,1,35,55,387
2120,4,1,35,60,387
2121,4,1,35,65,387
2122,4,1,35,70,387
2123,4,1,35,75,387
2124,4,1,35,80,387
2125,4,1,35,85,387
2126,4,1,35,90,387
2127,4,1,35,95,387
2128,4,1,35,100,387
2129,4,1,36,5,388
2130,4,1,36,10,388
2131,4,1,36,15,388
2132,4,1,36,20,388
2133,4,1,36,25,388
2134,4,1,36,30,388
2135,4,1,36,35,388
2136,4,1,36,40,388
2137,4,1,36,45,388
2138,4,1,36,50,388
2139,4,1,36,55,388
2140,4,1,36,60,388
2141,4,1,36,65,388
2142,4,1,36,70,388
2143,4,1,36,75,388
2144,4,1,36,80,388
2145,4,1,36,85,388
2146,4,1,36,90,388
2147,4,1,36,95,388
2148,4,1,36,100,388
2149,4,1,37,5,389
2150,4,1,37,10,389
2151,4,1,37,15,389
2152,4,1,37,20,389
2153,4,1,37,25,389
2154,4,1,37,30,389
2155,4,1,37,35,389
2156,4,1,37,40,389
2157,4,1,37,45,389
2158,4,1,37,50,389
2159,4,1,37,55,389
2160,4,1,37,60,389
2161,4,1,37,65,389
2162,4,1,37,70,389
2163,4,1,37,75,389
2164,4,1,37,80,389
2165,4,1,37,85,389
2166,4,1,37,90,389
2167,4,1,37,95,389
2168,4,1,37,100,389
2169,4,1,38,5,390
2170,4,1,38,10,390
2171,4,1,38,15,390
2172,4,1,38,20,390
2173,4,1,38,25,390
2174,4,1,38,30,390
2175,4,1,38,35,390
2176,4,1,38,40,390
2177,4,1,38,45,390
2178,4,1,38,50,390
2179,4,1,38,55,390
2180,4,1,38,60,390
2181,4,1,38,65,390
2182,4,1,38,70,390
2183,4,1,38,75,390
2184,4,1,38,80,390
2185,4,1,38,85,390
2186,4,1,38,90,390
2187,4,1,38,95,390
2188,4,1,38,100,390
2189,7,83,5,0,391
2190,7,83,6,0,391
2191,7,83,7,0,391
2192,7,83,8,0,391
2193,7,83,9,0,391
2194,7,83,10,0,391
2195,7,83,11,0,391
2196,7,83,12,0,391
2197,7,83,13,0,391
2198,7,83,14,0,391
2199,7,83,16,0,391
2200,7,83,17,0,391
2201,7,83,18,0,391
2202,7,83,19,0,391
2203,7,83,20,0,391
2204,7,83,21,0,391
2205,7,83,22,0,391
2206,7,83,23,0,391
2207,7,83,24,0,391
2208,7,83,25,0,391
2209,5,62,1,0,392
2210,5,62,2,0,392
2211,5,62,3,0,392
2212,5,62,4,0,392
2213,5,62,5,0,392
2214,5,62,6,0,392
2215,5,62,7,0,392
2216,5,62,8,0,392
2217,5,62,9,0,392
2218,5,62,10,0,392
2219,5,62,11,0,392
2220,5,62,12,0,392
2221,5,62,13,0,392
2222,5,62,14,0,392
