id,lot1,affixId1,lot2,affixId2,lot3,affixId3,lot4,affixId4,lot5,affixId5,lot6,affixId6,lot7,affixId7,lot8,affixId8,lot9,affixId9,lot10,affixId10
698,5,2463,10,2035,15,1214,15,3203,25,3183,100,12,0,0,0,0,0,0,0,0
699,5,3643,10,2204,15,174,25,796,100,1036,0,0,0,0,0,0,0,0,0,0
700,5,2465,10,2037,15,1216,15,3205,25,3185,100,14,0,0,0,0,0,0,0,0
701,10,2359,20,3121,30,3301,100,110,0,0,0,0,0,0,0,0,0,0,0,0
702,10,2430,20,1713,30,530,30,3261,100,10,0,0,0,0,0,0,0,0,0,0
703,5,2361,10,3123,15,3303,100,112,0,0,0,0,0,0,0,0,0,0,0,0
704,5,2430,10,1715,15,532,30,3263,100,12,0,0,0,0,0,0,0,0,0,0
705,5,2361,10,3123,15,3303,100,112,0,0,0,0,0,0,0,0,0,0,0,0
706,5,2430,10,1715,15,532,30,3263,100,12,0,0,0,0,0,0,0,0,0,0
707,5,2363,10,3125,15,3305,100,114,0,0,0,0,0,0,0,0,0,0,0,0
708,5,2430,10,1717,15,534,30,3265,100,14,0,0,0,0,0,0,0,0,0,0
709,10,2359,20,3161,30,3341,100,110,0,0,0,0,0,0,0,0,0,0,0,0
710,10,2541,20,1773,30,530,30,3281,100,30,0,0,0,0,0,0,0,0,0,0
711,5,2361,10,3163,15,3343,100,112,0,0,0,0,0,0,0,0,0,0,0,0
712,5,2543,10,1775,15,532,30,3283,100,32,0,0,0,0,0,0,0,0,0,0
713,5,2361,10,3163,15,3343,100,112,0,0,0,0,0,0,0,0,0,0,0,0
714,5,2543,10,1775,15,532,30,3283,100,32,0,0,0,0,0,0,0,0,0,0
715,5,2363,10,3165,15,3345,100,114,0,0,0,0,0,0,0,0,0,0,0,0
716,5,2545,10,1777,15,534,30,3285,100,34,0,0,0,0,0,0,0,0,0,0
717,10,2053,25,812,50,2133,100,30,0,0,0,0,0,0,0,0,0,0,0,0
718,10,250,25,3622,30,3522,30,1132,50,772,100,832,0,0,0,0,0,0,0,0
719,5,2055,15,814,30,2135,100,32,0,0,0,0,0,0,0,0,0,0,0,0
720,5,252,15,3624,20,3524,20,1134,30,774,100,834,0,0,0,0,0,0,0,0
721,5,2055,15,814,30,2135,100,32,0,0,0,0,0,0,0,0,0,0,0,0
722,5,252,15,3624,20,3524,20,1134,30,774,100,834,0,0,0,0,0,0,0,0
723,5,2057,15,816,30,2137,100,34,0,0,0,0,0,0,0,0,0,0,0,0
724,5,254,15,3626,20,3526,20,1136,30,776,100,836,0,0,0,0,0,0,0,0
725,10,3648,25,3372,50,863,100,2184,0,0,0,0,0,0,0,0,0,0,0,0
726,10,3533,25,301,100,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,5,3649,15,3373,30,864,100,2185,0,0,0,0,0,0,0,0,0,0,0,0
728,5,3534,15,302,100,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,10,3640,20,2205,30,161,50,783,100,1043,0,0,0,0,0,0,0,0,0,0
730,10,2432,20,2024,30,1223,30,3212,50,3172,100,1,0,0,0,0,0,0,0,0
731,5,3640,10,2205,15,162,25,784,100,1044,0,0,0,0,0,0,0,0,0,0
732,5,2433,10,2025,15,1224,15,3213,25,3173,100,2,0,0,0,0,0,0,0,0
733,10,2370,20,3132,30,3292,100,121,0,0,0,0,0,0,0,0,0,0,0,0
734,10,2430,20,1724,30,541,30,3232,100,1,0,0,0,0,0,0,0,0,0,0
735,5,2371,10,3133,15,3293,100,122,0,0,0,0,0,0,0,0,0,0,0,0
736,5,2430,10,1725,15,542,30,3233,100,2,0,0,0,0,0,0,0,0,0,0
737,10,2370,20,3152,30,3332,100,121,0,0,0,0,0,0,0,0,0,0,0,0
738,10,2532,20,1764,30,541,30,3312,100,21,0,0,0,0,0,0,0,0,0,0
739,5,2371,10,3153,15,3333,100,122,0,0,0,0,0,0,0,0,0,0,0,0
740,5,2533,10,1765,15,542,30,3313,100,22,0,0,0,0,0,0,0,0,0,0
741,10,2044,25,763,50,2144,100,21,0,0,0,0,0,0,0,0,0,0,0,0
742,10,241,25,3392,30,3553,30,803,50,1123,100,843,0,0,0,0,0,0,0,0
743,5,2045,15,764,30,2145,100,22,0,0,0,0,0,0,0,0,0,0,0,0
744,5,242,15,3393,20,3554,20,804,30,1124,100,844,0,0,0,0,0,0,0,0
745,10,3649,25,3373,50,864,100,2185,0,0,0,0,0,0,0,0,0,0,0,0
746,10,3534,25,302,100,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,5,3651,15,3375,30,866,100,2187,0,0,0,0,0,0,0,0,0,0,0,0
748,5,3536,15,304,100,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,10,3651,25,3375,50,866,100,2187,0,0,0,0,0,0,0,0,0,0,0,0
750,10,3536,25,304,100,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,5,3653,15,3377,30,868,100,2189,0,0,0,0,0,0,0,0,0,0,0,0
752,5,3538,15,306,100,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,10,3640,20,2205,30,162,50,784,100,1044,0,0,0,0,0,0,0,0,0,0
754,10,2433,20,2025,30,1224,30,3213,50,3173,100,2,0,0,0,0,0,0,0,0
755,5,3640,10,2205,15,164,25,786,100,1046,0,0,0,0,0,0,0,0,0,0
756,5,2435,10,2027,15,1226,15,3215,25,3175,100,4,0,0,0,0,0,0,0,0
757,10,3640,20,2205,30,164,50,786,100,1046,0,0,0,0,0,0,0,0,0,0
758,10,2435,20,2027,30,1226,30,3215,50,3175,100,4,0,0,0,0,0,0,0,0
759,5,3640,10,2205,15,166,25,788,100,1048,0,0,0,0,0,0,0,0,0,0
760,5,2437,10,2029,15,1228,15,3217,25,3177,100,6,0,0,0,0,0,0,0,0
761,10,2371,20,3133,30,3293,100,122,0,0,0,0,0,0,0,0,0,0,0,0
762,10,2430,20,1725,30,542,30,3233,100,2,0,0,0,0,0,0,0,0,0,0
763,5,2373,10,3135,15,3295,100,124,0,0,0,0,0,0,0,0,0,0,0,0
764,5,2430,10,1727,15,544,30,3235,100,4,0,0,0,0,0,0,0,0,0,0
765,10,2373,20,3135,30,3295,100,124,0,0,0,0,0,0,0,0,0,0,0,0
766,10,2430,20,1727,30,544,30,3235,100,4,0,0,0,0,0,0,0,0,0,0
767,5,2375,10,3137,15,3297,100,126,0,0,0,0,0,0,0,0,0,0,0,0
768,5,2430,10,1729,15,546,30,3237,100,6,0,0,0,0,0,0,0,0,0,0
769,10,2371,20,3153,30,3333,100,122,0,0,0,0,0,0,0,0,0,0,0,0
770,10,2533,20,1765,30,542,30,3313,100,22,0,0,0,0,0,0,0,0,0,0
771,5,2373,10,3155,15,3335,100,124,0,0,0,0,0,0,0,0,0,0,0,0
772,5,2535,10,1767,15,544,30,3315,100,24,0,0,0,0,0,0,0,0,0,0
773,10,2373,20,3155,30,3335,100,124,0,0,0,0,0,0,0,0,0,0,0,0
774,10,2535,20,1767,30,544,30,3315,100,24,0,0,0,0,0,0,0,0,0,0
775,5,2375,10,3157,15,3337,100,126,0,0,0,0,0,0,0,0,0,0,0,0
776,5,2537,10,1769,15,546,30,3317,100,26,0,0,0,0,0,0,0,0,0,0
777,10,2045,25,764,50,2145,100,22,0,0,0,0,0,0,0,0,0,0,0,0
778,10,242,25,3393,30,3554,30,804,50,1124,100,844,0,0,0,0,0,0,0,0
779,5,2047,15,766,30,2147,100,24,0,0,0,0,0,0,0,0,0,0,0,0
780,5,244,15,3395,20,3556,20,806,30,1126,100,846,0,0,0,0,0,0,0,0
781,10,2047,25,766,50,2147,100,24,0,0,0,0,0,0,0,0,0,0,0,0
782,10,244,25,3395,30,3556,30,806,50,1126,100,846,0,0,0,0,0,0,0,0
783,5,2049,15,768,30,2149,100,26,0,0,0,0,0,0,0,0,0,0,0,0
784,5,246,15,3397,20,3558,20,808,30,1128,100,848,0,0,0,0,0,0,0,0
785,10,3653,25,3377,50,868,100,2189,0,0,0,0,0,0,0,0,0,0,0,0
786,10,3538,25,306,100,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,5,3655,15,3379,50,870,100,2191,0,0,0,0,0,0,0,0,0,0,0,0
788,5,3540,15,308,100,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,10,3655,25,3379,50,870,100,2191,0,0,0,0,0,0,0,0,0,0,0,0
790,10,3540,25,308,100,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,5,3657,15,3381,50,872,100,2193,0,0,0,0,0,0,0,0,0,0,0,0
792,5,3542,15,310,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,10,3640,20,2205,30,166,50,788,100,1048,0,0,0,0,0,0,0,0,0,0
794,10,2437,20,2029,30,1228,30,3217,50,3177,100,6,0,0,0,0,0,0,0,0
795,5,3640,10,2205,30,168,50,790,100,1050,0,0,0,0,0,0,0,0,0,0
796,5,2439,10,2031,30,1230,30,3219,50,3179,100,8,0,0,0,0,0,0,0,0
797,10,3640,20,2205,30,168,50,790,100,1050,0,0,0,0,0,0,0,0,0,0
798,10,2439,20,2031,30,1230,30,3219,50,3179,100,8,0,0,0,0,0,0,0,0
799,5,3640,10,2205,30,170,50,792,100,1052,0,0,0,0,0,0,0,0,0,0
800,5,2441,10,2033,30,1232,30,3221,50,3181,100,10,0,0,0,0,0,0,0,0
801,10,2375,20,3137,30,3297,100,126,0,0,0,0,0,0,0,0,0,0,0,0
802,10,2430,20,1729,30,546,30,3237,100,6,0,0,0,0,0,0,0,0,0,0
803,5,2377,10,3139,30,3299,100,128,0,0,0,0,0,0,0,0,0,0,0,0
804,5,2430,10,1731,30,548,30,3239,100,8,0,0,0,0,0,0,0,0,0,0
805,10,2377,20,3139,30,3299,100,128,0,0,0,0,0,0,0,0,0,0,0,0
806,10,2430,20,1731,30,548,30,3239,100,8,0,0,0,0,0,0,0,0,0,0
807,5,2379,10,3141,30,3301,100,130,0,0,0,0,0,0,0,0,0,0,0,0
808,5,2430,10,1733,30,550,30,3241,100,10,0,0,0,0,0,0,0,0,0,0
809,10,2375,20,3157,30,3337,100,126,0,0,0,0,0,0,0,0,0,0,0,0
810,10,2537,20,1769,30,546,30,3317,100,26,0,0,0,0,0,0,0,0,0,0
811,5,2377,10,3159,30,3339,100,128,0,0,0,0,0,0,0,0,0,0,0,0
812,5,2539,10,1771,30,548,30,3319,100,28,0,0,0,0,0,0,0,0,0,0
813,10,2377,20,3159,30,3339,100,128,0,0,0,0,0,0,0,0,0,0,0,0
814,10,2539,20,1771,30,548,30,3319,100,28,0,0,0,0,0,0,0,0,0,0
815,5,2379,10,3161,30,3341,100,130,0,0,0,0,0,0,0,0,0,0,0,0
816,5,2541,10,1773,30,550,30,3321,100,30,0,0,0,0,0,0,0,0,0,0
817,10,2049,25,768,50,2149,100,26,0,0,0,0,0,0,0,0,0,0,0,0
818,10,246,25,3397,30,3558,30,808,50,1128,100,848,0,0,0,0,0,0,0,0
819,5,2051,15,770,50,2151,100,28,0,0,0,0,0,0,0,0,0,0,0,0
820,5,248,15,3399,30,3560,30,810,50,1130,100,850,0,0,0,0,0,0,0,0
821,10,2051,25,770,50,2151,100,28,0,0,0,0,0,0,0,0,0,0,0,0
822,10,248,25,3399,30,3560,30,810,50,1130,100,850,0,0,0,0,0,0,0,0
823,5,2053,15,772,50,2153,100,30,0,0,0,0,0,0,0,0,0,0,0,0
824,5,250,15,3401,30,3562,30,812,50,1132,100,852,0,0,0,0,0,0,0,0
825,10,3657,25,3381,50,872,100,2193,0,0,0,0,0,0,0,0,0,0,0,0
826,10,3542,25,310,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,5,3659,15,3383,30,874,100,2195,0,0,0,0,0,0,0,0,0,0,0,0
828,5,3544,15,312,100,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,5,3659,15,3383,30,874,100,2195,0,0,0,0,0,0,0,0,0,0,0,0
830,5,3544,15,312,100,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,5,3661,15,3385,30,876,100,2197,0,0,0,0,0,0,0,0,0,0,0,0
832,5,3546,15,314,100,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,10,3640,20,2205,30,170,50,792,100,1052,0,0,0,0,0,0,0,0,0,0
834,10,2441,20,2033,30,1232,30,3221,50,3181,100,10,0,0,0,0,0,0,0,0
835,5,3640,10,2205,15,172,25,794,100,1054,0,0,0,0,0,0,0,0,0,0
836,5,2443,10,2035,15,1234,15,3223,25,3183,100,12,0,0,0,0,0,0,0,0
837,5,3640,10,2205,15,172,25,794,100,1054,0,0,0,0,0,0,0,0,0,0
838,5,2443,10,2035,15,1234,15,3223,25,3183,100,12,0,0,0,0,0,0,0,0
839,5,3640,10,2205,15,174,25,796,100,1056,0,0,0,0,0,0,0,0,0,0
840,5,2445,10,2037,15,1236,15,3225,25,3185,100,14,0,0,0,0,0,0,0,0
841,10,2379,20,3141,30,3301,100,130,0,0,0,0,0,0,0,0,0,0,0,0
842,10,2430,20,1733,30,550,30,3241,100,10,0,0,0,0,0,0,0,0,0,0
843,5,2381,10,3143,15,3303,100,132,0,0,0,0,0,0,0,0,0,0,0,0
844,5,2430,10,1735,15,552,30,3243,100,12,0,0,0,0,0,0,0,0,0,0
845,5,2381,10,3143,15,3303,100,132,0,0,0,0,0,0,0,0,0,0,0,0
846,5,2430,10,1735,15,552,30,3243,100,12,0,0,0,0,0,0,0,0,0,0
847,5,2383,10,3145,15,3305,100,134,0,0,0,0,0,0,0,0,0,0,0,0
848,5,2430,10,1737,15,554,30,3245,100,14,0,0,0,0,0,0,0,0,0,0
849,10,2379,20,3161,30,3341,100,130,0,0,0,0,0,0,0,0,0,0,0,0
850,10,2541,20,1773,30,550,30,3321,100,30,0,0,0,0,0,0,0,0,0,0
851,5,2381,10,3163,15,3343,100,132,0,0,0,0,0,0,0,0,0,0,0,0
852,5,2543,10,1775,15,552,30,3323,100,32,0,0,0,0,0,0,0,0,0,0
853,5,2381,10,3163,15,3343,100,132,0,0,0,0,0,0,0,0,0,0,0,0
854,5,2543,10,1775,15,552,30,3323,100,32,0,0,0,0,0,0,0,0,0,0
855,5,2383,10,3165,15,3345,100,134,0,0,0,0,0,0,0,0,0,0,0,0
856,5,2545,10,1777,15,554,30,3325,100,34,0,0,0,0,0,0,0,0,0,0
857,10,2053,25,772,50,2153,100,30,0,0,0,0,0,0,0,0,0,0,0,0
858,10,250,25,3401,30,3562,30,812,50,1132,100,852,0,0,0,0,0,0,0,0
859,5,2055,15,774,30,2155,100,32,0,0,0,0,0,0,0,0,0,0,0,0
860,5,252,15,3403,20,3564,20,814,30,1134,100,854,0,0,0,0,0,0,0,0
861,5,2055,15,774,30,2155,100,32,0,0,0,0,0,0,0,0,0,0,0,0
862,5,252,15,3403,20,3564,20,814,30,1134,100,854,0,0,0,0,0,0,0,0
863,5,2057,15,776,30,2157,100,34,0,0,0,0,0,0,0,0,0,0,0,0
864,5,254,15,3405,20,3566,20,816,30,1136,100,856,0,0,0,0,0,0,0,0
865,10,3649,25,3373,50,964,100,2165,0,0,0,0,0,0,0,0,0,0,0,0
866,10,3534,25,302,100,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,5,3651,15,3375,30,966,100,2167,0,0,0,0,0,0,0,0,0,0,0,0
868,5,3536,15,304,100,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,10,3651,25,3375,50,966,100,2167,0,0,0,0,0,0,0,0,0,0,0,0
870,10,3536,25,304,100,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,5,3653,15,3377,30,968,100,2169,0,0,0,0,0,0,0,0,0,0,0,0
872,5,3538,15,306,100,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,10,3645,20,2206,30,162,50,784,100,1104,0,0,0,0,0,0,0,0,0,0
874,10,2433,20,1244,30,1184,30,3193,50,3173,100,2,0,0,0,0,0,0,0,0
875,5,3645,10,2206,15,164,25,786,100,1106,0,0,0,0,0,0,0,0,0,0
876,5,2435,10,1246,15,1186,15,3195,25,3175,100,4,0,0,0,0,0,0,0,0
877,10,3645,20,2206,30,164,50,786,100,1106,0,0,0,0,0,0,0,0,0,0
878,10,2435,20,1246,30,1186,30,3195,50,3175,100,4,0,0,0,0,0,0,0,0
879,5,3645,10,2206,15,166,25,788,100,1108,0,0,0,0,0,0,0,0,0,0
880,5,2437,10,1248,15,1188,15,3197,25,3177,100,6,0,0,0,0,0,0,0,0
881,10,2371,20,3133,30,3313,100,282,0,0,0,0,0,0,0,0,0,0,0,0
882,10,2430,20,1725,30,602,30,3293,100,2,0,0,0,0,0,0,0,0,0,0
883,5,2373,10,3135,15,3315,100,284,0,0,0,0,0,0,0,0,0,0,0,0
884,5,2430,10,1727,15,604,30,3295,100,4,0,0,0,0,0,0,0,0,0,0
885,10,2373,20,3135,30,3315,100,284,0,0,0,0,0,0,0,0,0,0,0,0
886,10,2430,20,1727,30,604,30,3295,100,4,0,0,0,0,0,0,0,0,0,0
887,5,2375,10,3137,15,3317,100,286,0,0,0,0,0,0,0,0,0,0,0,0
888,5,2430,10,1729,15,606,30,3297,100,6,0,0,0,0,0,0,0,0,0,0
889,10,2371,20,3253,30,3233,100,282,0,0,0,0,0,0,0,0,0,0,0,0
890,10,2533,20,1765,30,602,30,3273,100,22,0,0,0,0,0,0,0,0,0,0
891,5,2373,10,3255,15,3235,100,284,0,0,0,0,0,0,0,0,0,0,0,0
892,5,2535,10,1767,15,604,30,3275,100,24,0,0,0,0,0,0,0,0,0,0
893,10,2373,20,3255,30,3235,100,284,0,0,0,0,0,0,0,0,0,0,0,0
894,10,2535,20,1767,30,604,30,3275,100,24,0,0,0,0,0,0,0,0,0,0
895,5,2375,10,3257,15,3237,100,286,0,0,0,0,0,0,0,0,0,0,0,0
896,5,2537,10,1769,15,606,30,3277,100,26,0,0,0,0,0,0,0,0,0,0
897,10,2045,25,804,50,2125,100,22,0,0,0,0,0,0,0,0,0,0,0,0
898,10,82,25,3393,30,3514,30,1124,50,764,100,824,0,0,0,0,0,0,0,0
899,5,2047,15,806,30,2127,100,24,0,0,0,0,0,0,0,0,0,0,0,0
900,5,84,15,3395,20,3516,20,1126,30,766,100,826,0,0,0,0,0,0,0,0
901,10,2047,25,806,50,2127,100,24,0,0,0,0,0,0,0,0,0,0,0,0
902,10,84,25,3395,30,3516,30,1126,50,766,100,826,0,0,0,0,0,0,0,0
903,5,2049,15,808,30,2129,100,26,0,0,0,0,0,0,0,0,0,0,0,0
904,5,86,15,3397,20,3518,20,1128,30,768,100,828,0,0,0,0,0,0,0,0
905,10,3653,25,3377,50,968,100,2169,0,0,0,0,0,0,0,0,0,0,0,0
906,10,3538,25,306,100,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,5,3655,15,3379,30,970,100,2171,0,0,0,0,0,0,0,0,0,0,0,0
908,5,3540,15,308,100,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,10,3655,25,3379,50,970,100,2171,0,0,0,0,0,0,0,0,0,0,0,0
910,10,3540,25,308,100,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,5,3657,15,3381,30,972,100,2173,0,0,0,0,0,0,0,0,0,0,0,0
912,5,3542,15,310,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,10,3645,20,2206,30,166,50,788,100,1108,0,0,0,0,0,0,0,0,0,0
914,10,2437,20,1248,30,1188,30,3197,50,3177,100,6,0,0,0,0,0,0,0,0
915,5,3645,10,2206,15,168,25,790,100,1110,0,0,0,0,0,0,0,0,0,0
916,5,2439,10,1250,15,1190,15,3199,25,3179,100,8,0,0,0,0,0,0,0,0
917,10,3645,20,2206,30,168,50,790,100,1110,0,0,0,0,0,0,0,0,0,0
918,10,2439,20,1250,30,1190,30,3199,50,3179,100,8,0,0,0,0,0,0,0,0
919,5,3645,10,2206,15,170,25,792,100,1112,0,0,0,0,0,0,0,0,0,0
920,5,2441,10,1252,15,1192,15,3201,25,3181,100,10,0,0,0,0,0,0,0,0
921,10,2375,20,3137,30,3317,100,286,0,0,0,0,0,0,0,0,0,0,0,0
922,10,2430,20,1729,30,606,30,3297,100,6,0,0,0,0,0,0,0,0,0,0
923,5,2377,10,3139,15,3319,100,288,0,0,0,0,0,0,0,0,0,0,0,0
924,5,2430,10,1731,15,608,30,3299,100,8,0,0,0,0,0,0,0,0,0,0
925,10,2377,20,3139,30,3319,100,288,0,0,0,0,0,0,0,0,0,0,0,0
926,10,2430,20,1731,30,608,30,3299,100,8,0,0,0,0,0,0,0,0,0,0
927,5,2379,10,3141,15,3321,100,290,0,0,0,0,0,0,0,0,0,0,0,0
928,5,2430,10,1733,15,610,30,3301,100,10,0,0,0,0,0,0,0,0,0,0
929,10,2375,20,3257,30,3237,100,286,0,0,0,0,0,0,0,0,0,0,0,0
930,10,2537,20,1769,30,606,30,3277,100,26,0,0,0,0,0,0,0,0,0,0
931,5,2377,10,3259,15,3239,100,288,0,0,0,0,0,0,0,0,0,0,0,0
932,5,2539,10,1771,15,608,30,3279,100,28,0,0,0,0,0,0,0,0,0,0
933,10,2377,20,3259,30,3239,100,288,0,0,0,0,0,0,0,0,0,0,0,0
934,10,2539,20,1771,30,608,30,3279,100,28,0,0,0,0,0,0,0,0,0,0
935,5,2379,10,3261,15,3241,100,290,0,0,0,0,0,0,0,0,0,0,0,0
936,5,2541,10,1773,15,610,30,3281,100,30,0,0,0,0,0,0,0,0,0,0
937,10,2049,25,808,50,2129,100,26,0,0,0,0,0,0,0,0,0,0,0,0
938,10,86,25,3397,30,3518,30,1128,50,768,100,828,0,0,0,0,0,0,0,0
939,5,2051,15,810,30,2131,100,28,0,0,0,0,0,0,0,0,0,0,0,0
940,5,88,15,3399,20,3520,20,1130,30,770,100,830,0,0,0,0,0,0,0,0
941,10,2051,25,810,50,2131,100,28,0,0,0,0,0,0,0,0,0,0,0,0
942,10,88,25,3399,30,3520,30,1130,50,770,100,830,0,0,0,0,0,0,0,0
943,5,2053,15,812,30,2133,100,30,0,0,0,0,0,0,0,0,0,0,0,0
944,5,90,15,3401,20,3522,20,1132,30,772,100,832,0,0,0,0,0,0,0,0
945,10,3657,25,3381,50,972,100,2173,0,0,0,0,0,0,0,0,0,0,0,0
946,10,3542,25,310,100,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,5,3659,15,3383,30,974,100,2175,0,0,0,0,0,0,0,0,0,0,0,0
948,5,3544,15,312,100,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,5,3659,15,3383,30,974,100,2175,0,0,0,0,0,0,0,0,0,0,0,0
950,5,3544,15,312,100,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,5,3661,15,3385,30,976,100,2177,0,0,0,0,0,0,0,0,0,0,0,0
952,5,3546,15,314,100,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,10,3645,20,2206,30,170,50,792,100,1112,0,0,0,0,0,0,0,0,0,0
954,10,2441,20,1252,30,1192,30,3201,50,3181,100,10,0,0,0,0,0,0,0,0
955,5,3645,10,2206,15,172,25,794,100,1114,0,0,0,0,0,0,0,0,0,0
956,5,2443,10,1254,15,1194,15,3203,25,3183,100,12,0,0,0,0,0,0,0,0
957,5,3645,10,2206,15,172,25,794,100,1114,0,0,0,0,0,0,0,0,0,0
958,5,2443,10,1254,15,1194,15,3203,25,3183,100,12,0,0,0,0,0,0,0,0
959,5,3645,10,2206,15,174,25,796,100,1116,0,0,0,0,0,0,0,0,0,0
960,5,2445,10,1256,15,1196,15,3205,25,3185,100,14,0,0,0,0,0,0,0,0
961,10,2379,20,3141,30,3321,100,290,0,0,0,0,0,0,0,0,0,0,0,0
962,10,2430,20,1733,30,610,30,3301,100,10,0,0,0,0,0,0,0,0,0,0
963,5,2381,10,3143,15,3323,100,292,0,0,0,0,0,0,0,0,0,0,0,0
964,5,2430,10,1735,15,612,30,3303,100,12,0,0,0,0,0,0,0,0,0,0
965,5,2381,10,3143,15,3323,100,292,0,0,0,0,0,0,0,0,0,0,0,0
966,5,2430,10,1735,15,612,30,3303,100,12,0,0,0,0,0,0,0,0,0,0
967,5,2383,10,3145,15,3325,100,294,0,0,0,0,0,0,0,0,0,0,0,0
968,5,2430,10,1737,15,614,30,3305,100,14,0,0,0,0,0,0,0,0,0,0
969,10,2379,20,3261,30,3241,100,290,0,0,0,0,0,0,0,0,0,0,0,0
970,10,2541,20,1773,30,610,30,3281,100,30,0,0,0,0,0,0,0,0,0,0
971,5,2381,10,3263,15,3243,100,292,0,0,0,0,0,0,0,0,0,0,0,0
972,5,2543,10,1775,15,612,30,3283,100,32,0,0,0,0,0,0,0,0,0,0
973,5,2381,10,3263,15,3243,100,292,0,0,0,0,0,0,0,0,0,0,0,0
974,5,2543,10,1775,15,612,30,3283,100,32,0,0,0,0,0,0,0,0,0,0
975,5,2383,10,3265,15,3245,100,294,0,0,0,0,0,0,0,0,0,0,0,0
976,5,2545,10,1777,15,614,30,3285,100,34,0,0,0,0,0,0,0,0,0,0
977,10,2053,25,812,50,2133,100,30,0,0,0,0,0,0,0,0,0,0,0,0
978,10,90,25,3401,30,3522,30,1132,50,772,100,832,0,0,0,0,0,0,0,0
979,5,2055,15,814,30,2135,100,32,0,0,0,0,0,0,0,0,0,0,0,0
980,5,92,15,3403,20,3524,20,1134,30,774,100,834,0,0,0,0,0,0,0,0
981,5,2055,15,814,30,2135,100,32,0,0,0,0,0,0,0,0,0,0,0,0
982,5,92,15,3403,20,3524,20,1134,30,774,100,834,0,0,0,0,0,0,0,0
983,5,2057,15,816,30,2137,100,34,0,0,0,0,0,0,0,0,0,0,0,0
984,5,94,15,3405,20,3526,20,1136,30,776,100,836,0,0,0,0,0,0,0,0
985,10,3649,25,3373,50,884,100,2165,0,0,0,0,0,0,0,0,0,0,0,0
986,10,3534,25,302,100,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,5,3651,15,3375,30,886,100,2167,0,0,0,0,0,0,0,0,0,0,0,0
988,5,3536,15,304,100,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,10,3651,25,3375,50,886,100,2167,0,0,0,0,0,0,0,0,0,0,0,0
990,10,3536,25,304,100,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,5,3653,15,3377,30,888,100,2169,0,0,0,0,0,0,0,0,0,0,0,0
992,5,3538,15,306,100,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
993,10,3640,20,2208,30,2211,50,784,100,1084,0,0,0,0,0,0,0,0,0,0
994,10,2433,20,2025,30,1224,30,3213,50,3173,100,2,0,0,0,0,0,0,0,0
995,5,3640,10,2208,15,2213,25,786,100,1086,0,0,0,0,0,0,0,0,0,0
996,5,2435,10,2027,15,1226,15,3215,25,3175,100,4,0,0,0,0,0,0,0,0
997,10,3640,20,2208,30,2213,50,786,100,1086,0,0,0,0,0,0,0,0,0,0
998,10,2435,20,2027,30,1226,30,3215,50,3175,100,4,0,0,0,0,0,0,0,0
999,5,3640,10,2208,15,2215,25,788,100,1088,0,0,0,0,0,0,0,0,0,0
1000,5,2437,10,2029,15,1228,15,3217,25,3177,100,6,0,0,0,0,0,0,0,0
1001,10,2473,20,3113,30,3233,100,102,0,0,0,0,0,0,0,0,0,0,0,0
1002,10,2431,20,1745,30,562,30,2391,100,2,0,0,0,0,0,0,0,0,0,0
1003,5,2475,10,3115,15,3235,100,104,0,0,0,0,0,0,0,0,0,0,0,0
1004,5,2431,10,1747,15,564,30,2393,100,4,0,0,0,0,0,0,0,0,0,0
1005,10,2475,20,3115,30,3235,100,104,0,0,0,0,0,0,0,0,0,0,0,0
1006,10,2431,20,1747,30,564,30,2393,100,4,0,0,0,0,0,0,0,0,0,0
