ID,Name,PartsName,LotRank,Lock,GoldBox,SilverBox,BronzeBox
689,head,1568,7,0,0,0,30
690,wepA_L_in,1633,8,0,70,623,30
691,wepB_R_in,1637,8,0,58,611,30
692,wepD_L_out,1641,8,0,62,615,30
693,wepF_R_out,1645,8,0,62,615,30
694,"【本体】",1589,2,0,7,313,30
695,momo_L,1592,7,0,0,0,30
696,momo_R,1593,7,0,0,0,30
697,head,1568,7,0,0,0,30
698,wepA_L_in,1633,8,0,71,624,30
699,wepB_R_in,1637,8,0,59,612,30
700,wepD_L_out,1641,8,0,63,616,30
701,wepF_R_out,1645,8,0,63,616,30
702,"【本体】",1589,2,0,7,313,30
703,momo_L,1592,7,0,0,0,30
704,momo_R,1593,7,0,0,0,30
705,head,1568,7,0,0,0,30
706,wepA_L_in,1633,8,0,72,625,30
707,wepB_R_in,1637,8,0,60,613,30
708,wepD_L_out,1641,8,0,64,617,30
709,wepF_R_out,1645,8,0,64,617,30
710,"【本体】",1589,2,0,7,313,30
711,momo_L,1592,7,0,0,0,30
712,momo_R,1593,7,0,0,0,30
713,head,1568,7,0,0,0,30
714,wepA_L_in,1633,8,0,73,626,30
715,wepB_R_in,1637,8,0,61,614,30
716,wepD_L_out,1641,8,0,65,618,30
717,wepF_R_out,1645,8,0,65,618,30
718,"【本体】",1589,11,0,7,344,30
719,momo_L,1592,12,0,0,0,30
720,momo_R,1593,12,0,0,0,30
721,head,1568,12,0,0,0,30
722,wepA_L_in,1633,8,0,73,626,30
723,wepB_R_in,1637,8,0,61,614,30
724,wepD_L_out,1641,8,0,65,618,30
725,wepF_R_out,1645,8,0,65,618,30
726,"【本体】",1589,2,0,7,313,34
727,momo_L,1592,7,0,0,0,34
728,momo_R,1593,7,0,0,0,34
729,head,1568,7,0,0,0,34
730,wepA_L_in,1633,8,0,72,625,34
731,wepB_R_in,1637,8,0,60,613,34
732,wepD_L_out,1641,8,0,64,617,34
733,wepF_R_out,1645,8,0,64,617,34
734,"【本体】",1589,11,0,7,348,34
735,momo_L,1592,12,0,0,0,34
736,momo_R,1593,12,0,0,0,34
737,head,1568,12,0,0,0,34
738,wepA_L_in,1633,8,0,73,626,34
739,wepB_R_in,1637,8,0,108,661,34
740,wepD_L_out,1641,8,0,109,662,34
741,wepF_R_out,1645,8,0,109,662,34
742,"【本体】",1589,2,0,7,313,31
743,momo_L,1592,7,0,0,0,31
744,momo_R,1593,7,0,0,0,31
745,head,1568,7,0,0,0,31
746,wepA_L_in,1633,8,0,70,623,31
747,wepC_L_out,1639,8,0,74,627,31
748,wepE_R_in,1643,8,0,66,619,31
749,wepG_R_out,1646,8,0,74,627,31
750,"【本体】",1589,2,0,7,313,31
751,momo_L,1592,7,0,0,0,31
752,momo_R,1593,7,0,0,0,31
753,head,1568,7,0,0,0,31
754,wepA_L_in,1633,8,0,71,624,31
755,wepC_L_out,1639,8,0,75,628,31
756,wepE_R_in,1643,8,0,67,620,31
757,wepG_R_out,1646,8,0,75,628,31
758,"【本体】",1589,2,0,7,313,31
759,momo_L,1592,7,0,0,0,31
760,momo_R,1593,7,0,0,0,31
761,head,1568,7,0,0,0,31
762,wepA_L_in,1633,8,0,72,625,31
763,wepC_L_out,1639,8,0,76,629,31
764,wepE_R_in,1643,8,0,68,621,31
765,wepG_R_out,1646,8,0,76,629,31
766,"【本体】",1589,2,0,7,313,31
767,momo_L,1592,7,0,0,0,31
768,momo_R,1593,7,0,0,0,31
769,head,1568,7,0,0,0,31
770,wepA_L_in,1633,8,0,73,626,31
771,wepC_L_out,1639,8,0,77,630,31
772,wepE_R_in,1643,8,0,69,622,31
773,wepG_R_out,1646,8,0,77,630,31
774,"【本体】",1589,11,0,7,345,31
775,momo_L,1592,12,0,0,0,31
776,momo_R,1593,12,0,0,0,31
777,head,1568,12,0,0,0,31
778,wepA_L_in,1633,8,0,72,625,31
779,wepC_L_out,1639,8,0,76,629,31
780,wepE_R_in,1643,8,0,68,621,31
781,wepG_R_out,1646,8,0,76,629,31
782,"【本体】",1589,2,0,7,313,35
783,momo_L,1592,7,0,0,0,35
784,momo_R,1593,7,0,0,0,35
785,head,1568,7,0,0,0,35
786,wepA_L_in,1633,8,0,72,625,35
787,wepC_L_out,1639,8,0,76,629,35
788,wepE_R_in,1643,8,0,68,621,35
789,wepG_R_out,1646,8,0,76,629,35
790,"【本体】",1589,22,0,7,313,35
791,momo_L,1592,7,0,0,0,35
792,momo_R,1593,7,0,0,0,35
793,head,1568,7,0,0,0,35
794,wepA_L_in,1633,8,0,72,625,35
795,wepC_L_out,1639,8,0,76,629,35
796,wepE_R_in,1643,8,0,68,621,35
797,wepG_R_out,1646,8,0,76,629,35
798,"【本体】",1589,2,0,7,313,35
799,momo_L,1592,7,0,0,0,35
800,momo_R,1593,7,0,0,0,35
801,head,1568,7,0,0,0,35
802,wepA_L_in,1633,8,0,73,626,35
803,wepC_L_out,1639,8,0,77,630,35
804,wepE_R_in,1643,8,0,69,622,35
805,wepG_R_out,1646,8,0,77,630,35
806,"【本体】",1589,11,0,7,349,35
807,momo_L,1592,12,0,0,0,35
808,momo_R,1593,12,0,0,0,35
809,head,1568,12,0,0,0,35
810,wepA_L_in,1633,8,0,70,623,35
811,wepC_L_out,1639,8,0,112,665,35
812,wepE_R_in,1643,8,0,111,664,35
813,wepG_R_out,1646,8,0,112,665,35
814,"【本体】",1589,17,0,7,313,37
815,back,1511,7,0,0,0,37
816,body,1524,7,0,0,0,37
817,shol_L,1613,9,0,48,601,37
818,shol_R,1614,9,0,48,601,37
819,head,1568,7,0,0,0,37
820,foot_L,1556,7,0,0,0,37
821,foot_R,1557,7,0,0,0,37
822,"【本体】",1589,17,0,7,313,38
823,back,1511,7,0,0,0,38
824,body,1524,7,0,0,0,38
825,shol_L,1613,9,0,56,609,38
826,shol_R,1614,9,0,56,609,38
827,head,1568,7,0,0,0,38
828,foot_L,1556,7,0,0,0,38
829,foot_R,1557,7,0,0,0,38
830,"【本体】",1589,17,0,7,313,39
831,back,1511,7,0,0,0,39
832,body,1524,7,0,0,0,39
833,shol_L,1613,9,0,52,605,39
834,shol_R,1614,9,0,52,605,39
835,head,1568,7,0,0,0,39
836,foot_L,1556,7,0,0,0,39
837,foot_R,1557,7,0,0,0,39
838,"【本体】",1589,17,0,7,313,40
839,back,1511,7,0,0,0,40
840,body,1524,7,0,0,0,40
841,shol_L,1613,7,0,0,0,40
842,shol_R,1614,7,0,0,0,40
843,head,1568,7,0,0,0,40
844,foot_L,1556,7,0,0,0,40
845,foot_R,1557,7,0,0,0,40
846,"【本体】",1589,17,0,7,313,41
847,back,1511,7,0,0,0,41
848,body,1524,7,0,0,0,41
849,shol_L,1613,7,0,0,0,41
850,shol_R,1614,7,0,0,0,41
851,head,1568,7,0,0,0,41
852,foot_L,1556,7,0,0,0,41
853,foot_R,1557,7,0,0,0,41
854,"【本体】",1589,17,0,7,313,42
855,back,1511,7,0,0,0,42
856,body,1524,7,0,0,0,42
857,shol_L,1613,7,0,0,0,42
858,shol_R,1614,7,0,0,0,42
859,head,1568,7,0,0,0,42
860,foot_L,1556,7,0,0,0,42
861,foot_R,1557,7,0,0,0,42
862,"【本体】",1589,11,0,7,352,37
863,back,1511,12,0,0,0,37
864,body,1524,12,0,0,0,37
865,shol_L,1613,9,0,49,602,37
866,shol_R,1614,9,0,49,602,37
867,head,1568,12,0,0,0,37
868,foot_L,1556,12,0,0,0,37
869,foot_R,1557,12,0,0,0,37
870,"【本体】",1589,11,0,7,355,40
871,back,1511,12,0,0,0,40
872,body,1524,12,0,0,0,40
873,shol_L,1613,9,0,99,652,40
874,shol_R,1614,9,0,99,652,40
875,head,1568,12,0,0,0,40
876,foot_L,1556,12,0,0,0,40
877,foot_R,1557,12,0,0,0,40
878,"【本体】",1589,11,0,7,353,38
879,back,1511,12,0,0,0,38
880,body,1524,12,0,0,0,38
881,shol_L,1613,9,0,57,610,38
882,shol_R,1614,9,0,57,610,38
883,head,1568,12,0,0,0,38
884,foot_L,1556,12,0,0,0,38
885,foot_R,1557,12,0,0,0,38
886,"【本体】",1589,11,0,7,356,41
887,back,1511,12,0,0,0,41
888,body,1524,12,0,0,0,41
889,shol_L,1613,9,0,101,654,41
890,shol_R,1614,9,0,101,654,41
891,head,1568,12,0,0,0,41
892,foot_L,1556,12,0,0,0,41
893,foot_R,1557,12,0,0,0,41
894,"【本体】",1589,11,0,7,354,39
895,back,1511,12,0,0,0,39
896,body,1524,12,0,0,0,39
897,shol_L,1613,9,0,53,606,39
898,shol_R,1614,9,0,53,606,39
899,head,1568,12,0,0,0,39
900,foot_L,1556,12,0,0,0,39
901,foot_R,1557,12,0,0,0,39
902,"【本体】",1589,11,0,7,357,42
903,back,1511,12,0,0,0,42
904,body,1524,12,0,0,0,42
905,shol_L,1613,9,0,100,653,42
906,shol_R,1614,9,0,100,653,42
907,head,1568,12,0,0,0,42
908,foot_L,1556,12,0,0,0,42
909,foot_R,1557,12,0,0,0,42
910,"【本体】",1589,11,0,16,579,1
911,head,1568,1,0,0,0,1
912,shol_L,1613,1,0,0,0,1
913,shol_R,1614,1,0,0,0,1
914,back,1511,1,0,0,0,1
915,foot_L,1556,1,0,0,0,1
916,foot_R,1557,1,0,0,0,1
917,"【本体】",1589,11,0,17,580,1
918,head,1568,1,0,0,0,1
919,shol_L,1613,1,0,0,0,1
920,shol_R,1614,1,0,0,0,1
921,back,1511,1,0,0,0,1
922,foot_L,1556,1,0,0,0,1
923,foot_R,1557,1,0,0,0,1
924,"【本体】",1589,11,0,18,581,1
925,head,1568,1,0,0,0,1
926,shol_L,1613,1,0,0,0,1
927,shol_R,1614,1,0,0,0,1
928,back,1511,1,0,0,0,1
929,foot_L,1556,1,0,0,0,1
930,foot_R,1557,1,0,0,0,1
931,"【本体】",1589,11,0,19,582,1
932,head,1568,1,0,0,0,1
933,shol_L,1613,1,0,0,0,1
934,shol_R,1614,1,0,0,0,1
935,back,1511,1,0,0,0,1
936,foot_L,1556,1,0,0,0,1
937,foot_R,1557,1,0,0,0,1
938,"【本体】",1589,2,0,2,45,50
939,wep_L,1631,8,0,113,666,50
940,wep_R,1632,8,0,113,666,50
941,"【本体】",1589,2,0,2,45,50
942,wep_L,1631,8,0,114,667,50
943,wep_R,1632,8,0,114,667,50
944,"【本体】",1589,2,0,2,45,50
945,wep_L,1631,8,0,115,668,50
946,wep_R,1632,8,0,115,668,50
947,"【本体】",1589,2,0,2,45,50
948,wep_L,1631,8,0,116,669,50
949,wep_R,1632,8,0,116,669,50
950,"【本体】",1589,2,0,2,45,50
951,wep_L,1631,8,0,117,670,50
952,wep_R,1632,8,0,117,670,50
953,"【本体】",1589,2,0,2,45,50
954,wep_L,1631,8,0,118,671,50
955,wep_R,1632,8,0,118,671,50
956,"【本体】",1589,2,0,2,45,51
957,wep_L,1631,7,0,0,0,51
958,wep_R,1632,7,0,0,0,51
959,"【本体】",1589,2,0,2,45,52
960,wep_L,1631,7,0,0,0,52
961,wep_R,1632,7,0,0,0,52
962,"【本体】",1589,2,0,2,45,53
963,wep_L,1631,7,0,0,0,53
964,wep_R,1632,7,0,0,0,53
965,"【本体】",1589,2,0,2,45,54
966,wep_L,1631,8,0,113,666,54
967,wep_R,1632,8,0,113,666,54
968,"【本体】",1589,2,0,2,45,54
969,wep_L,1631,8,0,114,667,54
970,wep_R,1632,8,0,114,667,54
971,"【本体】",1589,2,0,2,45,54
972,wep_L,1631,8,0,115,668,54
973,wep_R,1632,8,0,115,668,54
974,"【本体】",1589,2,0,2,45,54
975,wep_L,1631,8,0,116,669,54
976,wep_R,1632,8,0,116,669,54
977,"【本体】",1589,2,0,2,45,54
978,wep_L,1631,8,0,117,670,54
979,wep_R,1632,8,0,117,670,54
980,"【本体】",1589,2,0,2,45,54
981,wep_L,1631,8,0,118,671,54
982,wep_R,1632,8,0,118,671,54
983,"【本体】",1589,2,0,2,45,55
984,wep_L,1631,7,0,0,0,55
985,wep_R,1632,7,0,0,0,55
986,"【本体】",1589,2,0,2,45,56
987,wep_L,1631,7,0,0,0,56
988,wep_R,1632,7,0,0,0,56
989,"【本体】",1589,2,0,2,45,57
990,wep_L,1631,7,0,0,0,57
991,wep_R,1632,7,0,0,0,57
992,"【本体】",1589,11,0,2,99,50
993,wep_L,1631,9,0,113,666,50
994,wep_R,1632,9,0,113,666,50
995,"【本体】",1589,11,0,2,100,51
996,wep_L,1631,9,0,115,668,51
997,wep_R,1632,9,0,115,668,51
998,"【本体】",1589,11,0,2,101,52
999,wep_L,1631,9,0,115,668,52
1000,wep_R,1632,9,0,115,668,52
1001,"【本体】",1589,11,0,2,102,53
1002,wep_L,1631,9,0,114,667,53
1003,wep_R,1632,9,0,114,667,53
1004,"【本体】",1589,11,0,2,103,54
1005,wep_L,1631,9,0,114,667,54
1006,wep_R,1632,9,0,114,667,54
1007,"【本体】",1589,11,0,2,104,55
1008,wep_L,1631,9,0,116,669,55
1009,wep_R,1632,9,0,116,669,55
1010,"【本体】",1589,11,0,2,105,56
1011,wep_L,1631,9,0,114,667,56
1012,wep_R,1632,9,0,114,667,56
1013,"【本体】",1589,11,0,2,106,57
1014,wep_L,1631,9,0,118,671,57
1015,wep_R,1632,9,0,118,671,57
1016,"【本体】",1589,2,0,5,48,66
1017,Back,1511,7,0,0,0,66
1018,"【本体】",1589,14,1,0,25,66
1019,Back,1511,7,0,0,0,66
1020,"【本体】",1589,14,1,0,27,66
1021,Back,1511,7,0,0,0,66
1022,"【本体】",1589,11,0,5,115,66
1023,Back,1511,12,0,0,0,66
1024,"【本体】",1589,2,0,1,44,67
1025,Back,1511,7,0,0,0,67
1026,"【本体】",1589,11,0,1,116,67
1027,Back,1511,12,0,0,0,67
1028,"【本体】",1589,2,0,5,48,68
1029,Back,1511,7,0,0,0,68
1030,"【本体】",1589,11,0,5,117,68
1031,Back,1511,12,0,0,0,68
1032,"【本体】",1589,2,0,1,44,69
1033,Back,1511,7,0,0,0,69
1034,"【本体】",1589,2,0,20,48,68
1035,Back,1511,7,0,0,0,68
1036,"【本体】",1589,2,0,21,48,68
1037,Back,1511,7,0,0,0,68
1038,"【本体】",1589,2,0,22,48,68
1039,Back,1511,7,0,0,0,68
1040,"【本体】",1589,2,0,23,48,68
1041,Back,1511,7,0,0,0,68
1042,"【本体】",1589,2,0,28,48,68
1043,Back,1511,7,0,0,0,68
1044,"【本体】",1589,2,0,29,48,68
1045,Back,1511,7,0,0,0,68
1046,"【本体】",1589,11,0,1,118,69
1047,Back,1511,12,0,0,0,69
1048,"【本体】",1589,11,0,5,119,70
1049,Back,1511,12,0,0,0,70
1050,"【本体】",1589,11,0,5,120,71
1051,Back,1511,12,0,0,0,71
1052,"【本体】",1589,2,0,5,48,72
1053,hood,1575,7,0,0,0,72
1054,"【本体】",1589,2,0,24,48,72
1055,hood,1575,7,0,0,0,72
1056,"【本体】",1589,14,1,0,20,83
1057,body,1524,7,0,0,0,83
1058,"【本体】",1589,14,1,0,28,72
1059,hood,1575,7,0,0,0,72
1060,"【本体】",1589,2,0,5,48,73
1061,hood,1575,7,0,0,0,73
1062,"【本体】",1589,2,0,25,48,73
1063,hood,1575,7,0,0,0,73
1064,"【本体】",1589,2,0,5,48,74
1065,hood,1575,7,0,0,0,74
1066,"【本体】",1589,2,0,26,48,74
1067,hood,1575,7,0,0,0,74
1068,"【本体】",1589,14,1,0,21,83
1069,body,1524,7,0,0,0,83
1070,"【本体】",1589,2,0,5,48,75
1071,hood,1575,7,0,0,0,75
1072,"【本体】",1589,2,0,27,48,75
1073,hood,1575,7,0,0,0,75
1074,"【本体】",1589,17,0,8,314,76
1075,back,1511,12,0,0,0,76
1076,arm_L,1505,12,0,0,0,76
1077,arm_R,1506,12,0,0,0,76
1078,chest,1533,12,0,0,0,76
1079,head,1568,12,0,0,0,76
1080,foot_L,1556,12,0,0,0,76
1081,foot_R,1557,12,0,0,0,76
1082,weak,1629,12,0,0,0,76
1083,"【本体】",1589,11,0,8,391,76
1084,back,1511,12,0,0,0,76
1085,arm_L,1505,12,0,0,0,76
1086,arm_R,1506,12,0,0,0,76
1087,chest,1533,12,0,0,0,76
1088,head,1568,12,0,0,0,76
1089,foot_L,1556,12,0,0,0,76
1090,foot_R,1557,12,0,0,0,76
1091,weak,1629,12,0,0,0,76
1092,"【本体】",1589,17,0,8,314,77
1093,back,1511,12,0,0,0,77
1094,arm_L,1505,12,0,0,0,77
1095,arm_R,1506,12,0,0,0,77
1096,body,1524,12,0,0,0,77
1097,head,1568,12,0,0,0,77
1098,foot_L,1556,12,0,0,0,77
1099,foot_R,1557,12,0,0,0,77
1100,weak,1629,12,0,0,0,77
1101,"【本体】",1589,11,0,8,392,77
1102,back,1511,12,0,0,0,77
1103,arm_L,1505,12,0,0,0,77
1104,arm_R,1506,12,0,0,0,77
1105,body,1524,12,0,0,0,77
1106,head,1568,12,0,0,0,77
1107,foot_L,1556,12,0,0,0,77
1108,foot_R,1557,12,0,0,0,77
1109,weak,1629,12,0,0,0,77
1110,"【本体】",1589,17,0,8,314,78
1111,back,1511,12,0,0,0,78
1112,arm_L,1505,12,0,0,0,78
1113,arm_R,1506,12,0,0,0,78
1114,chest,1533,12,0,0,0,78
1115,head,1568,12,0,0,0,78
1116,foot_L,1556,12,0,0,0,78
1117,foot_R,1557,12,0,0,0,78
1118,weak,1629,12,0,0,0,78
1119,"【本体】",1589,11,0,8,393,78
1120,back,1511,12,0,0,0,78
1121,arm_L,1505,12,0,0,0,78
1122,arm_R,1506,12,0,0,0,78
1123,chest,1533,12,0,0,0,78
1124,head,1568,12,0,0,0,78
1125,foot_L,1556,12,0,0,0,78
1126,foot_R,1557,12,0,0,0,78
1127,weak,1629,12,0,0,0,78
1128,"【本体】",1589,17,0,8,314,79
1129,back,1511,12,0,0,0,79
1130,arm_L,1505,12,0,0,0,79
1131,arm_R,1506,12,0,0,0,79
1132,body,1524,12,0,0,0,79
1133,head,1568,12,0,0,0,79
1134,foot_L,1556,12,0,0,0,79
1135,foot_R,1557,12,0,0,0,79
1136,weak,1629,12,0,0,0,79
1137,"【本体】",1589,11,0,8,394,79
1138,back,1511,12,0,0,0,79
1139,arm_L,1505,12,0,0,0,79
1140,arm_R,1506,12,0,0,0,79
1141,body,1524,12,0,0,0,79
1142,head,1568,12,0,0,0,79
1143,foot_L,1556,12,0,0,0,79
1144,foot_R,1557,12,0,0,0,79
1145,weak,1629,12,0,0,0,79
1146,"【本体】",1589,17,0,8,314,80
1147,back,1511,12,0,0,0,80
1148,arm_L,1505,12,0,0,0,80
1149,arm_R,1506,12,0,0,0,80
1150,chest,1533,12,0,0,0,80
1151,head,1568,12,0,0,0,80
1152,foot_L,1556,12,0,0,0,80
1153,foot_R,1557,12,0,0,0,80
1154,weak,1629,12,0,0,0,80
1155,"【本体】",1589,11,0,8,395,80
1156,back,1511,12,0,0,0,80
1157,arm_L,1505,12,0,0,0,80
1158,arm_R,1506,12,0,0,0,80
1159,chest,1533,12,0,0,0,80
1160,head,1568,12,0,0,0,80
1161,foot_L,1556,12,0,0,0,80
1162,foot_R,1557,12,0,0,0,80
1163,weak,1629,12,0,0,0,80
1164,"【本体】",1589,11,0,8,396,81
1165,back,1511,12,0,0,0,81
1166,arm_L,1505,12,0,0,0,81
1167,arm_R,1506,12,0,0,0,81
1168,chest,1533,12,0,0,0,81
1169,head,1568,12,0,0,0,81
1170,foot_L,1556,12,0,0,0,81
1171,foot_R,1557,12,0,0,0,81
1172,weak,1629,12,0,0,0,81
1173,"【本体】",1589,2,0,1,44,82
1174,body,1524,7,0,0,0,82
1175,"【本体】",1589,14,1,0,14,82
1176,body,1524,7,0,0,0,82
1177,"【本体】",1589,3,0,6,312,83
1178,body,1524,7,0,0,0,83
1179,"【本体】",1589,14,1,0,12,83
1180,body,1524,7,0,0,0,83
1181,"【本体】",1589,14,1,0,16,83
1182,body,1524,7,0,0,0,83
1183,"【本体】",1589,14,1,0,17,83
1184,body,1524,7,0,0,0,83
1185,"【本体】",1589,11,0,6,397,83
1186,body,1524,12,0,0,0,83
1187,"【本体】",1589,11,0,119,397,83
1188,body,1524,12,0,0,0,83
1189,"【本体】",1589,2,0,6,312,84
1190,body,1524,7,0,0,0,84
1191,"【本体】",1589,11,0,6,398,84
1192,body,1524,12,0,0,0,84
1193,"【本体】",1589,2,1,6,312,85
1194,body,1524,7,0,0,0,85
1195,"【本体】",1589,11,1,6,399,85
1196,body,1524,12,0,0,0,85
1197,"【本体】",1589,14,1,0,15,85
1198,body,1524,1,0,0,0,85
1199,"【本体】",1589,11,0,10,121,72
1200,hood,1575,12,0,0,0,72
1201,"【本体】",1589,11,0,5,122,73
1202,hood,1575,1,0,0,0,1
1203,"【本体】",1589,11,0,9,123,74
1204,hood,1575,12,0,0,0,74
1205,"【本体】",1589,11,0,5,124,75
1206,hood,1575,1,0,0,0,1
1207,"【本体】",1589,3,0,8,314,91
1208,Head,1568,7,0,0,0,91
1209,Acid_Pouch,1504,7,0,0,0,91
1210,Left_Claw,1582,7,0,0,0,91
1211,Right_Claw,1605,7,0,0,0,91
1212,"【本体】",1589,11,0,8,407,91
1213,Head,1568,12,0,0,0,91
1214,Acid_Pouch,1504,12,0,0,0,91
1215,Left_Claw,1582,12,0,0,0,91
1216,Right_Claw,1605,12,0,0,0,91
1217,"【本体】",1589,4,0,0,0,91
1218,Head,1568,4,0,0,0,91
1219,Acid_Pouch,1504,4,0,0,0,91
1220,Left_Claw,1582,4,0,0,0,91
1221,Right_Claw,1605,4,0,0,0,91
1222,"【本体】",1589,2,0,3,46,92
1223,Head,1568,7,0,0,0,92
1224,Acid_Pouch,1504,7,0,0,0,92
1225,Left_Claw,1582,7,0,0,0,92
1226,Right_Claw,1605,7,0,0,0,92
1227,"【本体】",1589,14,1,0,23,92
1228,Head,1568,7,0,0,0,92
1229,Acid_Pouch,1504,7,0,0,0,92
1230,Left_Claw,1582,7,0,0,0,92
1231,Right_Claw,1605,7,0,0,0,92
1232,"【本体】",1589,11,0,3,142,92
1233,Head,1568,12,0,0,0,92
1234,Acid_Pouch,1504,12,0,0,0,92
1235,Left_Claw,1582,12,0,0,0,92
1236,Right_Claw,1605,12,0,0,0,92
1237,"【本体】",1589,3,0,8,314,93
1238,Head,1568,7,0,0,0,93
1239,Acid_Pouch,1504,7,0,0,0,93
1240,Left_Claw,1582,7,0,0,0,93
1241,Right_Claw,1605,7,0,0,0,93
1242,"【本体】",1589,11,0,8,409,93
1243,Head,1568,12,0,0,0,93
1244,Acid_Pouch,1504,12,0,0,0,93
1245,Left_Claw,1582,12,0,0,0,93
1246,Right_Claw,1605,12,0,0,0,93
1247,"【本体】",1589,3,0,8,314,94
1248,Head,1568,7,0,0,0,94
1249,Acid_Pouch,1504,7,0,0,0,94
1250,Left_Claw,1582,7,0,0,0,94
1251,Right_Claw,1605,7,0,0,0,94
1252,"【本体】",1589,11,0,8,410,94
1253,Head,1568,12,0,0,0,94
1254,Acid_Pouch,1504,12,0,0,0,94
1255,Left_Claw,1582,12,0,0,0,94
1256,Right_Claw,1605,12,0,0,0,94
1257,"【本体】",1589,2,0,3,46,95
1258,Head,1568,7,0,0,0,95
1259,Acid_Pouch,1504,7,0,0,0,95
1260,Left_Claw,1582,7,0,0,0,95
1261,Right_Claw,1605,7,0,0,0,95
1262,"【本体】",1589,11,0,3,145,95
1263,Head,1568,12,0,0,0,95
1264,Acid_Pouch,1504,12,0,0,0,95
1265,Left_Claw,1582,12,0,0,0,95
1266,Right_Claw,1605,12,0,0,0,95
1267,"【本体】",1589,3,0,6,312,96
1268,Head,1568,7,0,0,0,96
1269,Left_Claw,1656,7,0,0,0,96
1270,Right_Claw,1657,7,0,0,0,96
1271,Head2,1571,7,0,0,0,96
1272,"【本体】",1589,11,0,6,412,96
1273,Head,1568,12,0,0,0,96
1274,Left_Claw,1656,1,0,0,0,1
1275,Right_Claw,1657,12,0,0,0,96
1276,Head2,1571,12,0,0,0,96
1277,"【本体】",1589,3,0,6,312,97
1278,Head,1568,7,0,0,0,97
1279,Left_Claw,1656,7,0,0,0,97
1280,Right_Claw,1657,7,0,0,0,97
1281,Head2,1571,7,0,0,0,97
1282,"【本体】",1589,11,0,6,413,97
1283,Head,1568,12,0,0,0,97
1284,Left_Claw,1656,12,0,0,0,97
1285,Right_Claw,1657,12,0,0,0,97
1286,Head2,1571,12,0,0,0,97
1287,"【本体】",1589,3,0,6,312,98
1288,Head,1568,7,0,0,0,98
1289,Left_Claw,1656,7,0,0,0,98
1290,Right_Claw,1657,7,0,0,0,98
1291,Head2,1571,7,0,0,0,98
1292,"【本体】",1589,11,0,6,414,98
1293,Head,1568,12,0,0,0,98
1294,Left_Claw,1656,12,0,0,0,98
1295,Right_Claw,1657,12,0,0,0,98
1296,Head2,1571,12,0,0,0,98
1297,"【本体】",1589,2,0,3,46,99
1298,Head,1568,7,0,0,0,99
1299,Acid_Pouch,1504,7,0,0,0,99
1300,Left_Claw,1582,7,0,0,0,99
1301,Right_Claw,1605,7,0,0,0,99
1302,"【本体】",1589,11,0,3,149,99
1303,Head,1568,12,0,0,0,99
1304,Acid_Pouch,1504,12,0,0,0,99
1305,Left_Claw,1582,12,0,0,0,99
1306,Right_Claw,1605,12,0,0,0,99
1307,"【本体】",1589,3,0,8,314,100
1308,Head,1568,7,0,0,0,100
1309,Acid_Pouch,1504,7,0,0,0,100
1310,Left_Claw,1582,7,0,0,0,100
1311,Right_Claw,1605,7,0,0,0,100
1312,"【本体】",1589,11,0,8,416,100
1313,Head,1568,12,0,0,0,100
1314,Acid_Pouch,1504,12,0,0,0,100
1315,Left_Claw,1582,12,0,0,0,100
1316,Right_Claw,1605,12,0,0,0,100
1317,"【本体】",1589,3,0,8,314,101
1318,Head,1568,7,0,0,0,101
1319,Acid_Pouch,1504,7,0,0,0,101
1320,Left_Claw,1582,7,0,0,0,101
1321,Right_Claw,1605,7,0,0,0,101
1322,"【本体】",1589,11,0,8,417,101
1323,Head,1568,12,0,0,0,101
1324,Acid_Pouch,1504,12,0,0,0,101
1325,Left_Claw,1582,12,0,0,0,101
1326,Right_Claw,1605,12,0,0,0,101
1327,"【本体】",1589,17,0,8,314,102
1328,Head,1568,12,0,0,0,102
1329,Tail,1625,12,0,0,0,102
1330,Horn,1577,12,0,0,0,102
1331,Left_Feeler,1583,12,0,0,0,102
1332,Right_Feeler,1606,12,0,0,0,102
1333,Left_Front_Leg,1584,12,0,0,0,102
1334,Right_Front_Leg,1607,12,0,0,0,102
1335,Left_Back_Leg,1581,12,0,0,0,102
1336,Right_Back_Leg,1604,12,0,0,0,102
1337,WEAK_POINT,1630,12,0,0,0,102
1338,"【本体】",1589,11,0,8,418,102
1339,Head,1568,12,0,0,0,102
1340,Tail,1625,12,0,0,0,102
1341,Horn,1577,12,0,0,0,102
1342,Left_Feeler,1583,12,0,0,0,102
1343,Right_Feeler,1606,12,0,0,0,102
1344,Left_Front_Leg,1584,12,0,0,0,102
1345,Right_Front_Leg,1607,12,0,0,0,102
1346,Left_Back_Leg,1581,12,0,0,0,102
1347,Right_Back_Leg,1604,12,0,0,0,102
1348,WEAK_POINT,1630,12,0,0,0,102
1349,"【本体】",1589,17,0,8,314,103
1350,Head,1568,12,0,0,0,103
1351,Tail,1625,12,0,0,0,103
1352,Horn,1577,12,0,0,0,103
1353,Left_Feeler,1583,12,0,0,0,103
1354,Right_Feeler,1606,12,0,0,0,103
1355,Left_Front_Leg,1584,12,0,0,0,103
1356,Right_Front_Leg,1607,12,0,0,0,103
1357,Left_Back_Leg,1581,12,0,0,0,103
1358,Right_Back_Leg,1604,12,0,0,0,103
1359,WEAK_POINT,1630,12,0,0,0,103
1360,"【本体】",1589,11,0,8,419,103
1361,Head,1568,12,0,0,0,103
