ID,ParamID,Name,LvMin,LvMax,Flag(Named),DropTableID,RstDebuffRev
795,671,2578,40,40,0,3569,0
796,210,2411,57,57,0,3336,4
797,208,2406,16,16,0,3336,4
798,563,2550,16,16,0,3478,0
799,49,2368,54,54,0,3198,0
800,91,2379,50,50,0,3243,0
801,662,2573,13,13,0,3565,0
802,479,2495,26,26,0,3405,4
803,338,2442,20,20,0,3362,0
804,344,2447,20,20,0,3366,0
805,708,2590,37,37,0,3601,0
806,805,2608,37,37,0,3707,0
807,826,211,60,60,0,3722,0
808,394,2043,21,21,0,1179,0
809,441,2489,19,19,0,1179,4
810,221,2425,24,27,0,3358,0
811,221,2043,18,21,0,3358,0
812,241,2435,24,26,0,3358,0
813,237,2426,28,28,0,3358,0
814,664,2574,24,27,0,3565,0
815,449,2492,41,41,0,3403,4
816,659,2572,37,40,0,3561,0
817,771,2607,35,35,0,3658,0
818,354,2448,36,36,0,3370,0
819,354,2449,36,36,0,3370,0
820,87,2760,41,50,0,3227,0
821,89,2761,41,50,0,3235,0
822,338,2762,41,50,0,3362,0
823,340,2763,41,50,0,3362,0
824,340,2764,41,50,0,3362,0
825,344,2765,41,50,0,3366,0
826,344,2766,41,50,0,3366,0
827,346,2767,41,50,0,3366,0
828,77,2043,21,21,0,3219,0
829,79,2043,22,22,0,3227,0
830,27,2043,20,20,0,3165,0
831,41,2043,24,25,0,3198,0
832,902,246,13,16,0,3788,0
833,754,2727,15,18,0,3622,4
834,754,181,15,18,0,3622,4
835,754,181,15,18,0,3622,4
836,753,2049,11,13,0,3622,4
837,574,121,97,97,0,3484,0
838,659,152,97,97,0,3561,0
839,665,2712,97,97,0,3561,0
840,773,2730,97,97,0,3658,4
841,773,2731,97,97,0,3658,4
842,773,2732,97,97,0,3658,4
843,868,230,37,40,0,3776,0
844,837,215,43,46,0,3740,4
845,837,215,38,41,0,3740,0
846,839,216,43,46,0,3742,4
847,839,216,38,41,0,3742,0
848,828,211,47,50,0,3722,4
849,173,68,14,16,0,3321,4
850,174,69,14,16,0,3327,4
851,27,2640,38,41,0,3165,0
852,29,2641,38,41,0,3165,0
853,101,46,33,35,0,3258,0
854,101,46,32,35,0,3258,4
855,21,14,37,39,0,3117,4
856,855,540,53,56,0,3750,4
857,648,147,46,46,0,3544,0
858,850,220,46,46,0,3744,4
859,27,2640,40,43,0,3165,0
860,29,2641,40,43,0,3165,0
861,77,2646,42,45,0,3219,0
862,79,2648,42,45,0,3227,0
863,607,131,1,3,0,3497,4
864,60,31,57,57,0,3206,0
865,60,31,57,57,0,3206,0
866,62,32,57,57,0,3206,0
867,62,32,57,57,0,3206,0
868,81,2650,42,45,0,3235,0
869,17,12,40,43,0,3108,4
870,145,2667,43,46,0,3314,0
871,147,2668,43,46,0,3314,0
872,149,2045,44,47,0,3314,0
873,149,2045,40,43,0,3314,4
874,151,2046,45,48,0,3314,0
875,26,18,45,48,0,3144,4
876,837,215,11,14,0,3740,0
877,315,2674,34,37,0,3360,4
878,319,2675,34,37,0,3360,0
879,688,164,37,40,0,3583,0
880,606,131,52,52,0,3497,0
881,606,131,31,34,0,3497,4
882,563,116,35,38,0,3478,0
883,514,98,52,52,0,3425,0
884,817,2733,22,25,0,3714,0
885,817,2734,22,25,0,3714,0
886,292,2674,18,21,0,3358,0
887,621,135,24,27,0,3526,0
888,476,90,41,44,0,3405,0
889,129,54,28,31,0,3304,0
890,27,20,19,22,0,3165,0
891,582,125,31,34,0,3492,0
892,77,37,56,56,0,3219,0
893,60,31,56,56,0,3206,0
894,51,2643,56,56,0,3174,4
895,52,2644,56,56,0,3190,4
896,53,2645,56,56,0,3198,4
897,133,54,56,56,0,3304,4
898,27,2640,11,14,0,3165,0
899,29,2641,12,15,0,3165,0
900,29,21,11,14,0,3165,0
901,31,22,14,17,0,3169,0
902,95,2649,12,14,0,3235,4
903,96,2655,12,14,0,3243,4
904,523,102,36,39,0,3430,0
905,35,2642,50,53,0,3174,0
906,874,233,55,58,0,3776,4
907,591,129,43,46,0,3495,4
908,551,111,58,61,0,3462,0
909,874,233,21,24,0,3776,0
910,111,50,75,75,0,3272,0
911,111,50,75,75,0,3272,0
912,27,20,49,52,0,3165,0
913,31,22,51,54,0,3169,0
914,227,72,52,55,0,3358,0
915,253,72,52,55,0,3360,0
916,267,72,52,55,0,3360,0
917,273,72,52,55,0,3360,0
918,117,2656,51,54,0,3272,4
919,118,2657,51,54,0,3280,4
920,119,2658,51,54,0,3288,4
921,135,55,86,86,0,3308,0
922,135,55,86,86,0,3308,0
923,135,55,86,86,0,3308,0
924,135,55,86,86,0,3308,0
925,135,55,86,86,0,3308,0
926,135,55,86,86,0,3308,0
927,135,55,86,86,0,3308,0
928,135,55,86,86,0,3308,0
929,68,34,86,86,0,3212,0
930,163,67,86,86,0,3317,0
931,143,2665,86,86,0,3308,4
932,144,2666,86,86,0,3308,4
933,135,55,57,57,0,3308,0
934,135,55,57,57,0,3308,0
935,135,55,57,57,0,3308,0
936,135,55,57,57,0,3308,0
937,135,55,57,57,0,3308,0
938,135,55,57,57,0,3308,0
939,135,55,57,57,0,3308,0
940,135,55,57,57,0,3308,0
941,68,34,57,57,0,3212,0
942,74,33,57,57,0,3212,4
943,75,34,57,57,0,3212,4
944,76,36,57,57,0,3212,4
945,169,66,57,57,0,3317,4
946,135,55,33,33,0,3308,0
947,135,55,33,33,0,3308,0
948,135,55,33,33,0,3308,0
949,135,55,33,33,0,3308,0
950,135,55,33,33,0,3308,0
951,135,55,33,33,0,3308,0
952,135,55,33,33,0,3308,0
953,135,55,33,33,0,3308,0
954,669,156,19,22,0,3565,0
955,304,2674,19,22,0,3358,4
956,275,2675,19,22,0,3360,4
957,337,2677,19,22,0,3360,4
958,135,55,72,72,0,3308,0
959,135,55,72,72,0,3308,0
960,135,55,72,72,0,3308,0
961,135,55,72,72,0,3308,0
962,135,55,72,72,0,3308,0
963,135,55,72,72,0,3308,0
964,135,55,72,72,0,3308,0
965,135,55,72,72,0,3308,0
966,662,153,53,56,0,3565,0
967,342,2678,50,53,0,3362,4
968,348,2679,51,54,0,3366,4
969,135,55,49,49,0,3308,0
970,135,55,49,49,0,3308,0
971,135,55,49,49,0,3308,0
972,135,55,49,49,0,3308,0
973,135,55,49,49,0,3308,0
974,135,55,49,49,0,3308,0
975,135,55,49,49,0,3308,0
976,135,55,49,49,0,3308,0
977,582,125,32,35,0,3492,0
978,686,163,32,35,0,3587,0
979,361,2680,30,33,0,3370,4
980,362,2681,30,33,0,3370,4
981,135,55,42,42,0,3308,0
982,135,55,42,42,0,3308,0
983,135,55,42,42,0,3308,0
984,135,55,42,42,0,3308,0
985,135,55,42,42,0,3308,0
986,135,55,42,42,0,3308,0
987,135,55,42,42,0,3308,0
988,135,55,42,42,0,3308,0
989,591,129,42,42,0,3495,0
990,765,189,42,42,0,3655,0
991,555,112,42,42,0,3467,4
992,555,112,42,42,0,3467,0
993,542,108,42,42,0,3451,4
994,135,55,13,13,0,3308,0
995,135,55,13,13,0,3308,0
996,135,55,13,13,0,3308,0
997,135,55,13,13,0,3308,0
998,135,55,13,13,0,3308,0
999,135,55,13,13,0,3308,0
1000,135,55,13,13,0,3308,0
1001,135,55,13,13,0,3308,0
1002,568,118,4,7,0,3484,0
1003,578,123,4,7,0,3486,0
1004,590,126,7,10,0,3489,4
1005,627,136,6,9,0,3521,4
1006,135,55,42,42,0,3308,0
1007,135,55,42,42,0,3308,0
1008,135,55,42,42,0,3308,0
1009,135,55,42,42,0,3308,0
1010,135,55,42,42,0,3308,0
1011,135,55,42,42,0,3308,0
1012,135,55,42,42,0,3308,0
1013,135,55,42,42,0,3308,0
1014,642,144,25,28,0,3541,0
1015,641,139,24,27,0,3536,4
1016,658,150,24,27,0,3547,4
1017,135,55,61,61,0,3308,0
1018,135,55,61,61,0,3308,0
1019,135,55,61,61,0,3308,0
1020,135,55,61,61,0,3308,0
1021,135,55,61,61,0,3308,0
1022,135,55,61,61,0,3308,0
1023,135,55,61,61,0,3308,0
1024,135,55,61,61,0,3308,0
1025,900,245,31,34,0,3788,0
1026,659,2711,32,35,0,3561,0
1027,659,152,30,33,0,3561,0
1028,681,2713,28,31,0,3569,4
1029,682,2715,28,31,0,3569,4
1030,683,2714,28,31,0,3569,4
1031,595,131,61,61,0,3497,0
1032,135,55,24,24,0,3308,0
1033,135,55,24,24,0,3308,0
1034,135,55,24,24,0,3308,0
1035,135,55,24,24,0,3308,0
1036,135,55,24,24,0,3308,0
1037,135,55,24,24,0,3308,0
1038,135,55,24,24,0,3308,0
1039,135,55,24,24,0,3308,0
1040,516,99,10,13,0,3430,0
1041,809,198,14,17,0,3704,4
1042,707,169,14,17,0,3591,4
1043,135,55,62,62,0,3308,0
1044,135,55,62,62,0,3308,0
1045,135,55,62,62,0,3308,0
1046,135,55,62,62,0,3308,0
1047,135,55,62,62,0,3308,0
1048,135,55,62,62,0,3308,0
1049,135,55,62,62,0,3308,0
1050,135,55,62,62,0,3308,0
1051,861,228,39,42,0,3769,0
1052,839,216,40,43,0,3742,0
1053,696,164,39,42,0,3583,4
1054,717,172,41,44,0,3606,4
1055,135,55,50,50,0,3308,0
1056,135,55,50,50,0,3308,0
1057,135,55,50,50,0,3308,0
1058,135,55,50,50,0,3308,0
1059,135,55,50,50,0,3308,0
1060,135,55,50,50,0,3308,0
1061,135,55,50,50,0,3308,0
1062,135,55,50,50,0,3308,0
1063,715,174,28,31,0,3606,0
1064,911,248,30,33,0,3796,0
1065,755,2729,30,32,0,3631,4
1066,756,2728,30,32,0,3631,4
1067,135,55,36,36,0,3308,0
1068,135,55,36,36,0,3308,0
1069,135,55,36,36,0,3308,0
1070,135,55,36,36,0,3308,0
1071,135,55,36,36,0,3308,0
1072,135,55,36,36,0,3308,0
1073,135,55,36,36,0,3308,0
1074,135,55,36,36,0,3308,0
1075,795,198,17,20,0,3704,0
1076,765,189,22,25,0,3655,0
1077,879,234,21,24,0,3780,4
1078,879,234,21,24,0,3780,4
1079,879,234,21,24,0,3780,4
1080,812,204,22,25,0,3710,4
1081,135,55,39,39,0,3308,0
1082,135,55,39,39,0,3308,0
1083,135,55,39,39,0,3308,0
1084,135,55,39,39,0,3308,0
1085,135,55,39,39,0,3308,0
1086,135,55,39,39,0,3308,0
1087,135,55,39,39,0,3308,0
1088,135,55,39,39,0,3308,0
1089,580,124,24,27,0,3489,0
1090,865,228,22,25,0,3769,4
1091,821,208,25,27,0,3718,4
1092,135,55,55,55,0,3308,0
1093,135,55,55,55,0,3308,0
1094,135,55,55,55,0,3308,0
1095,135,55,55,55,0,3308,0
1096,135,55,55,55,0,3308,0
1097,135,55,55,55,0,3308,0
1098,135,55,55,55,0,3308,0
1099,135,55,55,55,0,3308,0
1100,394,86,32,35,0,3401,0
1101,97,40,34,37,0,3243,4
1102,97,40,34,37,0,3243,4
1103,833,212,30,33,0,3731,4
1104,27,20,98,98,0,3165,0
1105,31,22,98,98,0,3169,0
1106,126,53,98,98,0,3296,0
1107,129,54,98,98,0,3304,0
1108,85,41,98,98,0,3219,0
1109,153,2670,98,98,0,3314,0
1110,155,2671,98,98,0,3314,0
1111,60,31,98,98,0,3206,0
1112,87,2653,98,98,0,3227,0
1113,89,2654,98,98,0,3235,0
1114,37,24,98,98,0,3182,0
1115,157,2672,98,98,0,3314,0
1116,159,2673,98,98,0,3314,0
1117,62,32,98,98,0,3206,0
1118,43,2643,98,98,0,3174,0
1119,47,2644,98,98,0,3190,0
1120,49,2645,98,98,0,3198,0
1121,111,2656,98,98,0,3272,4
1122,113,2657,98,98,0,3280,4
1123,115,2658,98,98,0,3288,4
1124,18,12,55,55,0,3108,4
1125,175,68,50,50,0,3321,4
1126,176,69,50,50,0,3327,4
1127,664,1962,25,25,0,3565,0
1128,636,1963,25,25,0,3536,0
1129,101,2014,30,30,0,3258,0
1130,135,55,28,28,0,3308,0
1131,135,55,28,28,0,3308,0
1132,516,99,15,18,0,3430,0
1133,859,227,12,15,0,3766,0
1134,605,131,23,26,0,3497,4
1135,618,2702,19,22,0,3511,4
1136,618,2703,19,22,0,3511,4
1137,866,229,8,11,0,3772,0
1138,659,152,8,11,0,3561,4
1139,788,197,13,16,0,3697,0
1140,538,107,16,19,0,3440,4
1141,788,197,19,22,0,3697,0
1142,900,245,17,20,0,3788,0
1143,538,107,21,24,0,3440,4
1144,568,118,17,20,0,3484,4
1145,697,167,40,43,0,3591,0
1146,514,98,39,42,0,3425,4
1147,650,148,35,38,0,3547,4
1148,538,107,14,17,0,3440,4
1149,516,99,25,28,0,3430,0
1150,516,99,23,26,0,3430,0
1151,516,99,27,30,0,3430,4
1152,514,98,37,40,0,3425,4
1153,628,138,28,31,0,3531,0
1154,568,118,19,22,0,3484,0
1155,514,2047,27,30,0,3425,4
1156,514,98,26,29,0,3425,4
1157,582,2701,17,20,0,3492,0
1158,582,2700,18,21,0,3492,0
1159,628,138,21,24,0,3531,0
1160,619,134,21,24,0,3521,4
1161,900,245,13,16,0,3788,4
1162,866,229,13,16,0,3772,4
1163,77,37,37,40,0,3219,4
1164,394,86,34,37,0,3401,4
1165,394,86,33,36,0,3401,0
1166,83,40,41,44,0,3243,4
1167,394,86,39,42,0,3401,0
1168,180,71,43,46,0,3336,4
1169,514,98,41,44,0,3425,4
1170,578,123,12,15,0,3486,0
1171,514,98,11,14,0,3425,4
1172,578,123,29,32,0,3486,0
1173,516,99,30,33,0,3430,0
1174,628,138,33,36,0,3531,4
1175,568,118,27,30,0,3484,0
1176,568,2697,29,32,0,3484,0
1177,568,118,29,32,0,3484,0
1178,523,2689,31,34,0,3430,4
1179,516,2688,30,33,0,3430,4
1180,866,229,10,13,0,3772,0
1181,516,99,10,13,0,3430,4
1182,568,118,31,34,0,3484,0
1183,721,176,34,37,0,3613,0
1184,697,2719,39,42,0,3591,4
1185,697,167,35,38,0,3591,4
1186,394,2684,46,49,0,3401,4
1187,721,176,47,50,0,3613,4
1188,568,118,19,22,0,3484,0
1189,659,152,21,24,0,3561,0
1190,659,152,19,22,0,3561,4
1191,729,180,9,12,0,3619,0
1192,659,2711,15,18,0,3561,0
1193,659,152,15,18,0,3561,0
1194,538,107,16,19,0,3440,4
1195,659,152,18,21,0,3561,0
1196,394,86,18,21,0,3401,0
1197,394,86,30,30,0,3401,0
1198,721,176,19,22,0,3613,4
1199,394,86,20,23,0,3401,4
1200,788,197,17,17,0,3697,0
1201,659,2711,17,17,0,3561,4
1202,659,152,17,17,0,3561,4
1203,1,1,48,48,0,3081,4
1204,394,86,48,48,0,3401,0
1205,394,86,48,48,0,3401,0
1206,394,86,48,48,0,3401,4
1207,578,123,27,27,0,3486,0
1208,514,98,27,27,0,3425,0
1209,543,109,27,27,0,3440,4
1210,578,123,28,31,0,3486,0
1211,619,134,27,30,0,3521,0
1212,650,148,22,25,0,3547,4
1213,659,152,8,11,0,3561,0
1214,866,229,9,12,0,3772,4
1215,628,2707,20,20,0,3531,4
1216,628,2708,20,20,0,3531,0
1217,568,2695,27,30,0,3484,4
1218,568,2696,26,29,0,3484,4
1219,718,175,39,42,0,3610,0
1220,394,86,38,41,0,3401,0
1221,394,86,55,55,0,3401,0
1222,394,86,40,43,0,3401,4
1223,77,37,42,45,0,3219,4
1224,394,86,28,31,0,3401,0
1225,394,86,27,30,0,3401,0
1226,77,37,29,32,0,3219,4
1227,568,118,28,31,0,3484,0
1228,516,99,36,39,0,3430,0
1229,85,2652,36,39,0,3219,4
1230,79,2648,36,39,0,3227,4
1231,81,2650,36,39,0,3235,4
1232,743,181,75,75,0,3622,4
1233,866,229,75,75,0,3772,0
1234,866,229,75,75,0,3772,4
1235,866,229,3,6,0,3772,0
1236,866,229,3,6,0,3772,4
1237,900,245,4,7,0,3788,0
1238,882,236,5,5,0,3780,4
1239,525,103,19,22,0,3435,0
1240,610,2704,20,23,0,3516,4
1241,610,2705,21,24,0,3516,4
1242,686,2716,28,31,0,3587,0
1243,686,2717,26,29,0,3587,0
1244,686,163,30,33,0,3587,4
1245,516,99,4,7,0,3430,0
1246,795,198,4,7,0,3704,4
1247,837,215,11,14,0,3740,0
1248,523,102,10,13,0,3430,0
1249,799,200,8,11,0,3704,4
1250,795,198,2,5,0,3704,0
1251,725,178,1,4,0,3610,4
1252,727,2723,9,12,0,3616,4
1253,725,178,5,8,0,3610,4
1254,876,234,15,15,0,3780,0
1255,876,234,15,15,0,3780,0
1256,890,240,15,15,0,3780,0
1257,890,240,15,15,0,3780,0
1258,880,235,15,15,0,3784,0
1259,880,235,15,15,0,3784,0
1260,888,239,15,15,0,3784,0
1261,888,239,15,15,0,3784,0
1262,591,129,6,9,0,3495,0
1263,558,114,9,12,0,3472,4
1264,725,178,13,16,0,3610,0
1265,727,179,13,16,0,3616,0
1266,718,175,15,18,0,3610,4
1267,723,177,19,22,0,3616,4
1268,558,2694,12,15,0,3472,4
1269,558,114,11,14,0,3472,4
1270,886,2738,15,18,0,3780,4
1271,876,234,11,14,0,3780,4
1272,795,198,27,30,0,3704,0
1273,516,2687,32,35,0,3430,0
1274,523,2690,32,35,0,3430,0
1275,795,198,8,11,0,3704,0
1276,801,201,6,9,0,3704,0
1277,803,202,8,11,0,3704,4
1278,350,80,37,40,0,3370,4
1279,582,125,33,36,0,3492,4
1280,582,125,34,37,0,3492,0
1281,904,2739,27,30,0,3792,4
1282,904,247,25,28,0,3792,4
1283,765,189,15,18,0,3655,0
1284,673,158,14,17,0,3576,0
1285,350,80,16,19,0,3370,4
1286,701,169,14,17,0,3591,4
1287,701,169,22,22,0,3591,0
1288,621,2706,25,28,0,3526,0
1289,621,135,24,27,0,3526,0
1290,673,158,34,37,0,3576,4
1291,686,2716,23,26,0,3587,4
1292,690,2718,23,26,0,3587,4
1293,528,104,30,33,0,3435,0
1294,904,247,33,36,0,3792,0
1295,516,99,28,31,0,3430,4
1296,765,189,12,15,0,3655,0
1297,765,189,13,16,0,3655,4
1298,532,2691,45,48,0,3430,4
1299,516,2687,45,48,0,3430,4
1300,523,2690,45,48,0,3430,4
1301,725,2721,31,34,0,3610,0
1302,725,2722,31,34,0,3610,0
1303,727,179,31,34,0,3616,0
1304,686,163,32,35,0,3587,4
1305,824,210,46,49,0,3718,4
1306,616,133,43,46,0,3516,0
1307,591,129,37,40,0,3495,0
1308,824,210,36,40,0,3718,4
1309,523,102,27,30,0,3430,0
1310,904,247,28,31,0,3792,0
1311,882,2737,29,32,0,3780,4
1312,876,2736,29,32,0,3780,4
1313,876,234,39,42,0,3780,0
1314,516,99,18,21,0,3430,0
1315,523,102,16,19,0,3430,0
1316,686,163,20,23,0,3587,4
1317,525,103,37,40,0,3435,0
1318,591,129,35,38,0,3495,0
1319,673,158,37,40,0,3576,4
1320,591,129,27,30,0,3495,0
1321,673,158,32,35,0,3576,4
1322,582,125,31,34,0,3492,0
1323,523,102,36,39,0,3430,0
1324,350,80,40,43,0,3370,0
1325,769,191,45,48,0,3655,0
1326,591,129,43,46,0,3495,4
1327,673,158,49,52,0,3576,4
1328,765,189,48,51,0,3655,0
1329,795,198,49,52,0,3704,0
1330,516,99,50,53,0,3430,0
1331,516,2687,50,53,0,3430,4
1332,523,2690,50,53,0,3430,4
1333,532,2692,50,53,0,3430,4
1334,27,20,48,51,0,3165,0
1335,60,31,49,52,0,3206,0
1336,35,2642,50,53,0,3174,0
1337,47,2644,50,53,0,3190,0
1338,769,191,7,10,0,3655,0
1339,904,247,8,11,0,3792,0
1340,350,80,6,8,0,3370,4
1341,824,210,9,12,0,3718,4
1342,837,215,95,95,0,3740,0
1343,610,133,95,95,0,3516,0
1344,824,210,95,95,0,3718,4
1345,859,227,12,15,0,3766,0
1346,859,227,13,16,0,3766,0
1347,859,227,14,17,0,3766,4
1348,665,154,30,33,0,3561,0
1349,665,154,30,33,0,3561,4
1350,221,72,29,32,0,3358,0
1351,630,139,40,40,0,3536,0
1352,249,72,1,4,0,3360,0
1353,221,72,5,8,0,3358,4
1354,652,149,38,41,0,3554,0
1355,642,144,34,37,0,3541,4
1356,642,144,12,15,0,3541,0
1357,642,144,14,17,0,3541,4
1358,902,246,1,4,0,3788,0
1359,763,188,1,4,0,3649,0
1360,902,246,2,5,0,3788,4
1361,763,188,4,7,0,3649,4
1362,815,206,35,38,0,3710,4
1363,580,124,33,36,0,3489,4
1364,902,246,17,20,0,3788,0
1365,708,171,22,25,0,3601,4
1366,757,185,2,5,0,3649,0
1367,763,188,4,7,0,3649,0
1368,528,104,13,16,0,3435,0
1369,528,104,13,16,0,3435,0
1370,528,104,17,20,0,3435,4
1371,394,86,23,26,0,3401,0
1372,394,86,25,28,0,3401,0
1373,249,72,25,28,0,3360,0
1374,394,86,27,30,0,3401,4
1375,249,72,27,30,0,3360,4
1376,556,113,16,19,0,3467,0
1377,580,124,15,18,0,3489,0
1378,556,113,20,23,0,3467,4
1379,902,246,12,15,0,3788,0
1380,757,185,12,15,0,3649,0
1381,665,154,12,15,0,3561,4
1382,394,86,33,36,0,3401,0
1383,31,22,33,36,0,3169,0
1384,221,72,33,36,0,3358,4
1385,249,72,43,46,0,3360,0
1386,249,72,43,46,0,3360,0
1387,221,72,44,47,0,3358,4
1388,60,31,45,48,0,3206,4
1389,580,124,19,22,0,3489,0
1390,859,227,18,21,0,3766,0
1391,530,105,21,24,0,3435,4
1392,528,104,17,20,0,3435,0
1393,528,104,18,21,0,3435,0
1394,642,144,16,19,0,3541,4
1395,221,72,44,47,0,3358,0
1396,221,72,44,47,0,3358,4
1397,859,227,10,13,0,3766,0
1398,859,227,10,13,0,3766,4
1399,556,113,28,31,0,3467,0
1400,580,124,27,30,0,3489,0
1401,815,206,28,31,0,3710,4
1402,249,72,37,40,0,3360,0
1403,60,31,38,41,0,3206,0
1404,221,72,36,39,0,3358,4
1405,580,124,13,16,0,3489,0
1406,580,124,12,15,0,3489,0
1407,556,113,15,18,0,3467,4
1408,815,206,18,21,0,3710,0
1409,394,86,19,22,0,3401,4
1410,394,2683,29,32,0,3401,4
1411,221,72,19,22,0,3358,4
1412,31,22,19,22,0,3169,4
1413,249,72,35,35,0,3360,0
1414,665,154,35,35,0,3561,0
1415,249,72,35,35,0,3360,0
1416,665,154,35,35,0,3561,0
1417,221,72,35,35,0,3358,0
1418,708,171,29,29,0,3601,4
1419,671,157,15,18,0,3569,0
1420,671,157,17,20,0,3569,4
1421,671,157,54,57,0,3569,0
1422,763,188,50,53,0,3649,0
1423,221,72,52,55,0,3358,0
1424,161,66,52,55,0,3317,4
1425,161,66,30,33,0,3317,4
1426,221,72,27,30,0,3358,4
1427,775,193,49,52,0,3658,4
1428,665,154,45,48,0,3561,4
1429,595,131,60,63,0,3497,4
1430,171,68,74,74,0,3321,4
1431,172,69,74,74,0,3327,4
1432,394,86,47,50,0,3401,0
1433,394,2682,49,52,0,3401,0
1434,447,2052,49,52,0,3403,0
1435,394,2682,49,52,0,3401,4
1436,447,2052,49,52,0,3403,4
1437,338,76,30,33,0,3362,0
1438,344,78,30,33,0,3366,0
1439,111,50,38,41,0,3272,4
1440,476,90,35,38,0,3405,4
1441,667,155,35,38,0,3565,0
1442,29,21,30,33,0,3165,0
1443,89,43,38,41,0,3235,4
1444,307,72,21,24,0,3360,0
1445,309,72,21,24,0,3360,0
1446,253,72,38,38,0,3360,0
1447,111,50,29,32,0,3272,4
1448,315,2674,34,37,0,3360,4
1449,319,2675,34,37,0,3360,0
1450,662,153,35,38,0,3565,0
1451,662,153,34,37,0,3565,0
1452,27,20,28,31,0,3165,0
1453,27,20,31,34,0,3165,4
1454,608,2702,33,36,0,3511,4
1455,608,2703,33,36,0,3511,4
1456,759,186,37,40,0,3652,0
1457,907,248,40,43,0,3796,0
1458,356,2050,46,49,0,3379,4
1459,356,2051,46,49,0,3379,4
1460,630,139,20,23,0,3536,0
1461,221,2674,17,20,0,3358,4
1462,223,2675,17,20,0,3358,4
1463,225,2677,17,20,0,3358,4
1464,227,2674,18,21,0,3358,0
1465,292,2675,18,21,0,3358,0
1466,323,2677,18,21,0,3360,0
1467,267,2676,19,22,0,3360,0
1468,813,205,35,38,0,3714,0
1469,813,205,35,38,0,3714,0
1470,813,205,35,38,0,3714,0
1471,813,2768,37,40,0,3714,4
1472,129,54,37,40,0,3304,0
1473,639,2710,42,45,0,3536,4
1474,630,2709,41,44,0,3536,4
1475,578,123,44,47,0,3486,0
1476,578,123,44,47,0,3486,0
1477,578,123,46,49,0,3486,4
1478,241,72,20,23,0,3358,0
1479,874,233,20,23,0,3776,0
1480,874,233,21,24,0,3776,0
1481,662,153,17,20,0,3565,0
1482,662,153,23,26,0,3565,0
1483,662,153,21,24,0,3565,0
1484,662,153,34,34,0,3565,0
1485,129,2662,23,26,0,3304,0
1486,129,2663,23,26,0,3304,0
1487,810,204,24,27,0,3710,0
1488,874,233,30,33,0,3776,0
1489,608,132,34,37,0,3511,0
1490,608,132,34,37,0,3511,4
1491,476,90,41,44,0,3405,0
1492,129,54,44,47,0,3304,0
1493,340,77,43,46,0,3362,0
1494,907,248,49,52,0,3796,4
1495,111,50,49,52,0,3272,4
1496,29,21,47,50,0,3165,0
1497,634,141,51,54,0,3536,0
1498,81,39,49,52,0,3235,0
1499,608,132,49,52,0,3511,0
1500,227,72,24,27,0,3358,0
1501,235,72,24,27,0,3358,0
1502,221,72,24,27,0,3358,0
1503,239,72,24,27,0,3358,0
1504,225,72,24,27,0,3358,4
1505,231,72,24,27,0,3358,4
1506,759,186,25,28,0,3652,0
1507,759,186,25,28,0,3652,0
1508,761,187,25,28,0,3652,0
1509,761,187,25,28,0,3652,4
1510,765,189,25,28,0,3655,4
1511,765,189,36,36,0,3655,0
1512,759,186,33,36,0,3652,0
1513,761,187,33,36,0,3652,0
1514,765,189,33,36,0,3655,0
1515,767,190,33,36,0,3652,4
1516,874,233,55,55,0,3776,0
1517,662,153,55,55,0,3565,0
1518,619,134,55,55,0,3521,4
1519,344,78,9,12,0,3366,4
1520,578,123,9,12,0,3486,4
1521,578,123,9,12,0,3486,4
1522,578,123,9,12,0,3486,4
1523,124,2659,62,62,0,3296,4
1524,124,2660,62,62,0,3296,4
1525,124,2661,62,62,0,3296,4
1526,759,186,50,53,0,3652,0
1527,578,123,49,52,0,3486,0
1528,111,50,52,55,0,3272,4
1529,129,54,28,31,0,3304,0
1530,27,20,27,30,0,3165,0
1531,245,72,27,30,0,3358,0
1532,338,76,32,35,0,3362,0
1533,85,41,29,32,0,3219,0
1534,27,20,19,22,0,3165,0
1535,338,76,19,22,0,3362,0
1536,344,78,19,22,0,3366,0
1537,124,53,52,55,0,3296,4
1538,129,2662,46,49,0,3304,0
1539,129,2663,46,49,0,3304,0
1540,129,2664,46,49,0,3304,0
1541,129,2662,47,50,0,3304,4
1542,129,2663,47,50,0,3304,4
1543,129,2664,47,50,0,3304,4
1544,846,219,60,63,0,3744,0
1545,846,219,60,63,0,3744,4
1546,874,233,55,58,0,3776,4
1547,356,83,58,61,0,3379,4
1548,746,182,80,80,0,3631,0
1549,813,205,58,61,0,3714,0
1550,861,228,80,80,0,3769,0
1551,338,76,56,59,0,3362,0
1552,83,40,60,63,0,3243,4
1553,27,20,25,28,0,3165,0
1554,29,21,31,34,0,3165,4
1555,356,83,35,38,0,3379,4
1556,834,213,60,63,0,3722,4
1557,630,139,58,61,0,3536,4
1558,630,139,58,61,0,3536,4
1559,630,139,58,61,0,3536,4
1560,290,72,46,46,0,3358,0
1561,338,76,46,46,0,3362,0
1562,129,54,31,34,0,3304,4
1563,346,79,31,34,0,3366,4
1564,874,233,37,40,0,3776,0
1565,608,132,38,41,0,3511,0
1566,363,83,35,38,0,3379,4
1567,494,90,47,50,0,3405,0
1568,494,90,49,52,0,3405,4
1569,123,50,49,52,0,3272,4
1570,813,205,64,64,0,3714,0
1571,759,186,64,64,0,3652,0
